,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,en,en,en,en,en,en,en,en,en,en,en
,Rwanda,Paul_Kagame,Umuganda,Uburezi_mu_Rwanda,Kigali,Ubukungu_bw%27U_Rwanda,Ikinyarwanda,Rose_Kabuye,Louise_Mushikiwabo,Agnes_Binagwaho,Paul_Rusesabagina,Rwanda,Paul_Kagame,Umuganda,Education_in_Rwanda,Kigali,Economy_of_Rwanda,Kinyarwanda,Rose_Kabuye,Louise_Mushikiwabo,Agnes_Binagwaho,Paul_Rusesabagina
2019-06-06,108,21,,,20,,20,,,,,3044,994,,70,458,309,166,8,44,36,497
2019-06-07,79,18,,,26,,22,,,,,3169,1037,,70,522,263,178,10,42,13,521
2019-06-08,59,36,,,10,,20,,,,,4894,968,,46,468,212,152,9,60,14,654
2019-06-09,63,23,,,18,,16,,,,,2947,1064,,53,484,274,113,10,60,18,496
2019-06-10,65,32,,,15,,39,,,,,3257,1148,,63,665,401,166,12,88,31,526
2019-06-11,83,21,,,30,,32,,,,,3380,1398,,63,640,250,171,13,96,29,516
2019-06-12,69,38,,,13,,25,,,,,3390,1464,,73,607,230,194,15,118,36,480
2019-06-13,87,33,,,21,,20,,,,,3432,1184,,87,555,242,208,30,135,19,629
2019-06-14,58,21,,,11,,24,,,,,4182,1166,,63,679,221,204,26,60,30,445
2019-06-15,71,21,,,15,,39,,,,,2864,1027,,52,592,205,175,13,81,28,394
2019-06-16,76,18,,,22,,14,,,,,2889,1059,,45,580,346,144,26,61,15,392
2019-06-17,64,18,,,14,,26,,,,,4999,1424,,85,634,233,177,10,97,22,448
2019-06-18,79,33,,,11,,43,,,,,3250,1447,,75,666,207,181,8,58,34,398
2019-06-19,92,25,,,13,,22,,,,,3955,1551,,74,718,221,198,11,60,29,552
2019-06-20,78,31,,,26,,22,,,,,3534,1145,,55,702,206,215,13,69,23,464
2019-06-21,73,23,,,19,,17,,,,,2994,1050,,93,583,207,178,11,55,23,382
2019-06-22,117,23,,,18,,28,,,,,3154,1088,,53,565,203,151,15,60,18,386
2019-06-23,77,28,,,26,,27,,,,,3311,1132,,51,567,204,154,12,58,22,403
2019-06-24,74,11,,,9,,19,,,,,3418,1146,,70,772,220,188,11,57,18,338
2019-06-25,63,21,,,19,,23,,,,,3556,1458,,48,709,224,215,11,61,22,318
2019-06-26,63,15,,,17,,30,,,,,3457,1458,,55,714,222,184,8,71,17,597
2019-06-27,78,20,,,24,,13,,,,,3111,1443,,52,571,220,184,12,55,30,315
2019-06-28,82,20,,,24,,13,,,,,3080,1222,,62,537,182,190,5,59,19,312
2019-06-29,191,24,,,23,,26,,,,,2980,1083,,51,510,184,134,4,48,16,335
2019-06-30,73,15,,,18,,24,,,,,3167,1143,,48,610,208,151,10,52,25,434
2019-07-01,57,18,,,20,,10,,,,,4539,1358,,61,707,226,222,12,67,18,346
2019-07-02,66,31,,,10,,29,,,,,3343,1295,,56,806,162,198,13,57,24,316
2019-07-03,97,43,,,16,,12,,,,,3550,1715,,47,708,229,167,11,50,30,307
2019-07-04,83,52,,,23,,17,,,,,3652,1904,,48,644,227,161,23,118,31,279
2019-07-05,65,46,,,21,,28,,,,,3535,1695,,45,558,199,182,16,78,11,417
2019-07-06,79,37,,,17,,25,,,,,3256,1520,,78,703,222,154,13,69,20,298
2019-07-07,63,41,,,15,,29,,,,,4008,1526,,49,767,254,168,10,59,17,320
2019-07-08,58,64,,,44,,21,,,,,4243,2352,,122,813,243,308,9,83,30,351
2019-07-09,91,54,,,17,,31,,,,,4511,2288,,50,763,245,229,17,82,21,503
2019-07-10,77,30,,,23,,39,,,,,4168,1883,,55,687,263,212,14,96,21,430
2019-07-11,84,35,,,22,,14,,,,,4137,1624,,71,906,266,198,16,74,14,354
2019-07-12,53,30,,,13,,20,,,,,4529,1809,,60,840,223,221,10,84,25,317
2019-07-13,89,34,,,16,,29,,,,,4273,1680,,57,763,178,161,13,83,32,282
2019-07-14,86,26,,,11,,20,,,,,3743,1477,,60,614,238,182,18,167,20,416
2019-07-15,72,24,,,17,,20,,,,,3948,1382,,84,709,188,189,15,87,27,391
2019-07-16,79,39,,,30,,19,,,,,3909,1443,,102,654,247,222,11,66,28,336
2019-07-17,56,23,,,14,,22,,,,,4018,1744,,77,727,266,176,19,58,18,430
2019-07-18,58,19,,,13,,12,,,,,4134,1556,,58,689,257,213,17,85,19,341
2019-07-19,71,28,,,21,,23,,,,,4657,1367,,65,700,242,204,27,62,11,357
2019-07-20,44,25,,,15,,25,,,,,3090,1152,,51,536,186,191,16,48,18,283
2019-07-21,55,34,,,23,,13,,,,,4371,1316,,57,540,233,157,12,50,24,373
2019-07-22,66,16,,,17,,16,,,,,3952,1355,,111,987,195,219,9,82,21,375
2019-07-23,70,36,,,16,,32,,,,,3771,1203,,82,587,204,234,26,49,18,352
2019-07-24,77,32,,,18,,23,,,,,3457,1118,,83,623,166,189,15,51,11,299
2019-07-25,77,11,,,21,,29,,,,,3466,1104,,87,555,203,180,8,68,16,236
2019-07-26,67,21,,,24,,32,,,,,3381,1143,,71,539,197,204,5,55,31,261
2019-07-27,89,33,,,21,,68,,,,,4406,1669,,73,1140,199,184,15,64,6,287
2019-07-28,74,23,,,20,,25,,,,,7508,7285,,569,3425,1292,250,13,59,14,1399
2019-07-29,69,20,,,21,,28,,,,,4832,1246,,107,677,184,298,12,67,19,264
2019-07-30,74,12,,,15,,40,,,,,4114,1137,,85,700,209,221,19,48,22,317
2019-07-31,75,24,,,29,,31,,,,,3423,1063,,113,614,233,189,11,40,19,347
2019-08-01,87,36,,,13,,27,,,,,4307,1252,,96,753,195,216,5,58,13,315
2019-08-02,122,31,,,31,,48,,,,,4801,1381,,67,572,197,235,6,42,24,411
2019-08-03,67,17,,,16,,47,,,,,3845,1412,,53,634,154,198,10,49,17,744
2019-08-04,66,14,,,18,,55,,,,,3820,1436,,74,633,172,129,10,48,11,854
2019-08-05,95,21,,,20,,33,,,,,3717,1492,,53,643,224,192,9,51,12,779
2019-08-06,49,22,,,36,,22,,,,,3675,1488,,64,570,195,172,23,77,20,542
2019-08-07,67,11,,,26,,32,,,,,3489,1432,,91,610,177,201,14,56,21,521
2019-08-08,65,24,,,24,,49,,,,,3692,2398,,80,580,174,194,11,79,16,506
2019-08-09,56,32,,,14,,18,,,,,3467,1446,,73,586,171,170,11,65,19,498
2019-08-10,102,37,,,20,,40,,,,,5014,1778,,47,534,190,166,9,46,17,514
2019-08-11,101,28,,,27,,12,,,,,3852,2544,,46,548,194,155,14,67,29,529
2019-08-12,78,39,,,21,,30,,,,,4274,1644,,53,621,208,201,16,58,18,477
2019-08-13,80,23,,,16,,31,,,,,3657,1706,,73,625,236,222,4,56,34,510
2019-08-14,83,28,,,14,,27,,,,,3827,1485,,48,584,210,197,17,77,18,368
2019-08-15,62,29,,,20,,27,,,,,3627,1404,,45,573,205,190,7,60,26,390
2019-08-16,38,18,,,9,,32,,,,,3504,1301,,56,563,215,184,8,91,18,392
2019-08-17,58,18,,,23,,14,,,,,3605,1246,,54,555,183,157,12,50,17,381
2019-08-18,52,25,,,19,,23,,,,,3986,1558,,52,605,198,176,25,65,25,461
2019-08-19,57,19,,,62,,26,,,,,5050,1617,,88,616,255,203,25,82,25,440
2019-08-20,94,31,,,22,,33,,,,,3873,1473,,75,596,235,208,20,85,13,442
2019-08-21,75,21,,,28,,29,,,,,5570,1518,,65,677,240,189,12,85,17,437
2019-08-22,63,35,,,24,,38,,,,,3354,1406,,72,642,231,196,15,97,18,394
2019-08-23,64,32,,,24,,21,,,,,4086,1580,,127,555,205,226,9,71,29,370
2019-08-24,89,21,,,24,,24,,,,,3520,1510,,63,641,182,153,12,80,12,441
2019-08-25,78,33,,,27,,23,,,,,3793,1695,,139,636,180,140,9,55,10,538
2019-08-26,63,40,,,19,,21,,,,,4264,1777,,75,579,210,170,8,69,24,510
2019-08-27,168,52,,,38,,32,,,,,3741,1705,,44,715,222,175,28,92,22,423
2019-08-28,90,28,,,24,,29,,,,,3469,1583,,87,596,248,185,22,78,14,336
2019-08-29,84,22,,,14,,31,,,,,3963,1353,,95,751,218,218,10,74,23,398
2019-08-30,70,34,,,19,,36,,,,,3102,1237,,69,577,197,166,18,61,23,319
2019-08-31,91,32,,,35,,19,,,,,2901,1177,,80,643,218,132,10,87,18,360
2019-09-01,53,22,,,17,,19,,,,,4879,1311,,72,618,231,133,14,75,21,377
2019-09-02,174,24,,,21,,112,,,,,3836,1124,,95,550,223,183,8,54,20,398
2019-09-03,122,31,,,29,,37,,,,,3635,1414,,87,647,200,172,15,123,20,339
2019-09-04,87,30,,,15,,33,,,,,3479,1293,,70,640,257,197,14,78,29,293
2019-09-05,87,30,,,21,,23,,,,,5708,1231,,80,641,206,191,6,80,16,342
2019-09-06,79,35,,,16,,57,,,,,3759,1686,,78,597,231,225,6,65,32,252
2019-09-07,77,22,,,27,,16,,,,,3531,1443,,39,570,216,161,8,53,15,262
2019-09-08,68,27,,,19,,34,,,,,3735,1602,,64,580,214,181,4,69,14,319
2019-09-09,80,38,,,21,,26,,,,,3667,1362,,63,591,224,169,15,69,13,296
2019-09-10,70,20,,,19,,22,,,,,4978,1429,,74,735,248,228,9,65,26,315
2019-09-11,65,16,,,19,,38,,,,,4375,1393,,72,753,261,232,12,74,23,332
2019-09-12,87,41,,,20,,33,,,,,3725,1406,,73,620,286,194,19,62,22,280
2019-09-13,58,39,,,15,,29,,,,,3513,1272,,72,600,253,196,11,78,21,297
2019-09-14,55,35,,,13,,25,,,,,3733,1219,,53,535,213,133,7,53,30,277
2019-09-15,85,38,,,13,,25,,,,,3492,1228,,44,577,184,141,12,51,16,381
2019-09-16,198,39,,,19,,47,,,,,5252,1473,,95,898,393,555,8,82,20,348
2019-09-17,59,35,,,15,,47,,,,,3813,1298,,66,658,244,233,10,59,39,263
2019-09-18,61,15,,,22,,43,,,,,3801,1278,,67,698,274,200,16,61,35,304
2019-09-19,83,36,,,21,,26,,,,,3737,1209,,94,638,247,202,15,87,23,304
2019-09-20,61,22,,,34,,27,,,,,3103,1213,,70,1231,202,224,12,66,23,271
2019-09-21,65,28,,,18,,22,,,,,3261,1203,,41,607,221,153,16,65,28,275
2019-09-22,77,32,,,20,,22,,,,,3491,1275,,101,971,216,182,17,72,20,323
2019-09-23,76,44,,,18,,52,,,,,4625,1417,,78,636,260,265,12,61,25,440
2019-09-24,87,20,,,30,,34,,,,,3778,1383,,68,635,259,233,9,66,24,307
2019-09-25,93,36,,,17,,35,,,,,3575,1447,,69,614,236,175,9,71,26,311
2019-09-26,100,28,,,13,,53,,,,,3439,1472,,84,591,256,190,15,92,30,419
2019-09-27,74,25,,,17,,36,,,,,3585,1298,,59,543,254,232,15,84,29,339
2019-09-28,85,37,,,13,,21,,,,,3035,1145,2,57,511,201,161,14,57,16,286
2019-09-29,59,41,,,15,,22,,,,,3245,1231,,77,547,231,134,11,59,20,342
2019-09-30,73,28,,,13,,27,,,,,4465,1416,,85,561,267,190,8,74,24,315
2019-10-01,60,21,,,17,,37,,,,,4378,1252,,112,567,265,178,12,54,21,326
2019-10-02,52,36,,,16,,58,,,,,3853,1339,,115,673,269,235,14,58,27,313
2019-10-03,75,28,,,21,,56,,,,,3433,1306,,97,675,229,238,12,65,36,322
2019-10-04,92,44,,,31,,30,,,,,3181,1146,,70,573,334,200,14,116,29,380
2019-10-05,75,42,,,24,,25,,,,,3192,1202,,55,603,1645,144,8,100,21,370
2019-10-06,77,22,,,16,,26,,,,,3431,1242,,192,589,207,173,15,103,42,398
2019-10-07,88,20,,,17,,31,,,,,4416,1456,,171,695,291,220,15,81,29,389
2019-10-08,93,33,,,25,,23,,,,,4485,1972,,105,821,536,237,18,83,32,441
2019-10-09,87,33,,,21,,37,,,,,4576,1871,,103,752,422,246,15,80,21,436
2019-10-10,72,35,,,81,,33,,,,,5200,2196,,302,1792,409,232,16,81,31,401
2019-10-11,80,35,,,27,,28,,,,,4527,2078,,117,1575,370,178,15,65,22,354
2019-10-12,77,32,,,15,,25,,,,,3847,1789,,64,667,295,160,7,63,15,410
2019-10-13,92,41,,,25,,42,,,,,3964,1738,,93,759,355,172,12,61,11,384
2019-10-14,67,17,,,17,,37,,,,,4413,1748,,91,775,316,181,15,65,21,388
2019-10-15,64,27,,,23,,41,,,,,4125,1753,,79,790,333,209,14,72,26,385
2019-10-16,169,28,,,24,,39,,,,,4568,1578,,107,734,367,218,8,88,70,404
2019-10-17,87,42,,,18,,30,,,,,4255,1562,,74,638,338,189,24,86,24,462
2019-10-18,61,26,,,19,,17,,,,,4125,1870,,73,697,295,301,6,55,25,330
2019-10-19,50,22,,,34,,30,,,,,4064,1622,,55,641,303,207,3,59,15,355
2019-10-20,79,38,,,14,,26,,,,,4608,1744,,79,619,406,207,15,56,17,391
2019-10-21,65,32,,,19,,37,,,,,4686,1780,,73,815,510,244,11,91,19,608
2019-10-22,57,38,,,21,,23,,,,,4303,1734,,70,734,484,206,37,116,20,485
2019-10-23,41,171,,,30,,25,,,,,4243,2495,,121,646,543,213,17,83,27,454
2019-10-24,86,38,,,16,,33,,,,,4118,1822,,80,691,379,202,8,74,29,442
2019-10-25,53,31,,,18,,18,,,,,3583,1441,,71,585,303,211,5,73,16,405
2019-10-26,85,39,,,23,,25,,,,,3573,1348,,65,671,295,201,10,64,17,352
2019-10-27,68,19,,,15,,13,,,,,3876,1405,,41,650,296,168,11,83,13,417
2019-10-28,98,25,,,27,,20,,,,,4165,1571,,63,660,330,246,16,75,25,471
2019-10-29,70,26,,,14,,24,,,,,3954,1805,,68,732,311,191,10,79,18,558
2019-10-30,75,21,,,12,,25,,,,,3921,1675,,81,664,309,248,8,79,34,456
2019-10-31,67,56,,,24,,20,,,,,4226,1465,,60,609,332,200,22,105,21,367
2019-11-01,94,15,,,18,,45,,,,,3350,1394,,76,695,292,205,16,67,13,360
2019-11-02,60,24,,,13,,19,,,,,3116,1260,,44,574,271,179,12,85,15,306
2019-11-03,76,20,,,24,,31,,,,,4391,1284,,80,717,316,154,7,67,11,422
2019-11-04,80,33,,,22,,27,,,,,4500,1545,,85,805,327,247,15,91,11,510
2019-11-05,89,23,,,24,,24,,,,,3715,1539,,93,659,375,215,14,94,18,427
2019-11-06,87,33,,,15,,28,,,,,3911,1494,,143,681,375,207,13,109,27,405
2019-11-07,84,41,,,22,,31,,,,,3963,2201,,110,647,391,270,22,81,22,499
2019-11-08,95,28,,,13,,31,,,,,4223,1665,,62,720,351,310,26,62,22,532
2019-11-09,99,25,,,22,,30,,,,,3464,1250,,66,689,326,173,34,54,32,365
2019-11-10,91,27,,,32,,35,,,,,3507,1548,,76,574,318,195,25,65,45,441
2019-11-11,112,37,,,47,,35,,,,,3964,1711,,98,765,389,207,8,86,33,494
2019-11-12,220,22,,,71,,47,,,,,4720,1650,,127,746,464,269,23,96,39,384
2019-11-13,234,19,,,38,,39,,,,,4330,1904,,144,775,445,249,14,98,28,424
2019-11-14,154,25,,,40,,30,,,,,4166,1591,,108,811,516,240,17,93,26,446
2019-11-15,64,17,,,29,,19,,,,,3293,1322,,80,640,325,187,11,60,17,439
2019-11-16,91,28,,,17,,50,,,,,3136,1367,,73,614,287,189,11,57,21,330
2019-11-17,92,29,,,21,,26,,,,,3532,1361,,78,684,326,155,9,63,24,403
2019-11-18,89,25,,,13,,29,,,,,3784,1375,,95,728,503,195,20,84,29,445
2019-11-19,74,28,,,46,,35,,,,,3940,1298,,107,872,593,227,17,77,23,523
2019-11-20,101,19,,,34,,28,,,,,3943,1333,,91,695,813,204,11,100,22,519
2019-11-21,94,32,,,29,,42,,,,,3654,1328,,103,624,656,217,10,62,26,553
2019-11-22,105,22,,,32,,18,,,,,3674,1359,,98,668,367,184,9,66,27,528
2019-11-23,75,29,,,31,,41,,,,,3508,1060,,68,591,233,153,14,80,89,419
2019-11-24,80,29,,,29,,22,,,,,3789,1220,,62,636,278,179,11,53,60,490
2019-11-25,94,29,,,26,,41,,,,,3775,1316,,124,1331,511,196,11,57,123,556
2019-11-26,76,25,,,31,,33,,,,,3998,1315,,86,694,297,190,8,69,94,568
2019-11-27,102,37,,,21,,23,,,,,3982,1391,,111,695,378,208,7,115,25,587
2019-11-28,129,18,,,28,,32,,,,,3612,1274,,107,681,319,168,10,82,16,443
2019-11-29,104,23,,,20,,28,,,,,3626,1182,,82,686,289,186,9,73,54,474
2019-11-30,63,15,,,18,,29,,,,,3518,1171,,85,665,214,188,11,67,27,398
2019-12-01,73,21,,,20,,22,,,,,3699,1171,,84,681,258,196,13,73,30,477
2019-12-02,75,23,,,25,,36,,,,,3726,1255,,101,700,326,186,15,63,36,544
2019-12-03,90,22,,,13,,28,,,,,3817,1330,,114,650,296,232,14,75,34,587
2019-12-04,70,39,,,12,,23,,,,,4412,1285,,106,737,330,199,11,70,25,463
2019-12-05,102,20,,,16,,22,,,,,4355,1641,,146,742,343,253,10,72,55,544
2019-12-06,81,25,,,22,,15,,,,,3490,1091,,94,540,249,197,19,68,32,416
2019-12-07,68,20,,,41,,31,,,,,3269,1079,,80,686,213,162,13,94,21,304
2019-12-08,77,20,,,17,,25,,,,,4028,1221,,83,588,232,166,12,80,25,368
2019-12-09,56,41,,,11,,31,,,,,3863,1321,,107,684,302,207,16,56,31,415
2019-12-10,163,22,,,10,,30,,,,,3934,1274,,101,658,316,204,9,71,16,466
2019-12-11,93,28,,,21,,38,,,,,4035,1286,,121,634,319,218,8,70,18,418
2019-12-12,66,20,,,23,,23,,,,,3434,1126,,95,615,320,190,14,68,30,454
2019-12-13,99,28,,,26,,30,,,,,3291,1079,,103,531,266,196,10,85,13,474
2019-12-14,91,19,,,13,,27,,,,,2972,1061,,70,509,239,168,9,57,33,349
2019-12-15,71,33,,,15,,30,,,,,3742,1157,,67,584,248,207,11,37,18,340
2019-12-16,89,19,,,22,,28,,,,,3540,1271,,76,638,233,186,10,56,20,412
2019-12-17,86,21,,,18,,31,,,,,4043,1364,,127,794,327,273,12,62,15,514
2019-12-18,67,32,,,15,,11,,,,,3976,1295,,165,825,262,253,14,58,23,476
2019-12-19,88,19,,,14,,21,,,,,3164,1167,,62,604,240,204,26,73,19,514
2019-12-20,63,24,,,9,,42,,,,,3042,1150,,76,561,254,198,13,64,14,384
2019-12-21,53,14,,,18,,16,,,,,2863,1018,,52,516,179,147,15,50,23,280
2019-12-22,69,19,,,15,,22,,,,,2979,1075,,58,567,193,163,16,91,18,308
2019-12-23,61,18,,,9,,14,,,,,3229,1030,,65,676,199,151,9,77,17,392
2019-12-24,96,20,,,19,,19,,,,,2930,2093,,68,633,151,149,13,66,17,365
2019-12-25,85,19,,,12,,19,,,,,3073,1179,,46,698,261,146,15,47,10,341
2019-12-26,61,33,,,25,,20,,,,,3397,1122,,75,697,155,177,9,60,15,284
2019-12-27,67,27,,,17,,22,,,,,3260,1117,,46,625,199,156,9,83,18,277
2019-12-28,87,28,,,17,,22,,,,,3387,1556,,67,560,201,192,22,68,14,301
2019-12-29,92,30,,,17,,13,,,,,4232,1326,,45,659,223,173,9,69,26,344
2019-12-30,100,23,,,126,,21,,,,,3530,1294,,125,699,225,198,8,66,11,492
2019-12-31,98,37,,,34,,46,,,,,3215,1121,,93,593,177,138,13,67,10,282
2020-01-01,48,43,,,10,,25,,,,,4080,1249,,66,628,254,160,17,80,7,437
2020-01-02,73,28,,,40,,32,,,,,3783,1358,,103,737,227,165,5,69,16,457
2020-01-03,59,31,,,21,,16,,,,,3668,1196,,97,652,238,187,12,66,12,336
2020-01-04,76,28,,,16,,23,,,,,3570,1257,,77,586,229,182,9,50,10,428
2020-01-05,88,24,,,13,,24,,,,,3862,1580,,91,634,255,158,6,68,16,710
2020-01-06,73,24,,,31,,16,,,,,5590,1476,,88,2124,282,223,17,52,81,419
2020-01-07,66,22,,,24,,26,,,,,4235,1264,,80,1128,289,225,15,70,23,745
2020-01-08,65,24,,,9,,47,,,,,4039,1118,,68,715,242,201,10,68,7,473
2020-01-09,50,21,,,11,,26,,,,,3951,1229,,114,792,261,241,20,60,21,410
2020-01-10,42,28,,,18,,40,,,,,3740,1118,,81,675,291,238,20,86,19,514
2020-01-11,32,16,,,8,,27,,,,,3533,1071,,56,682,187,195,11,79,14,575
2020-01-12,46,19,,,14,,37,,,,,3936,1213,,70,856,216,205,10,113,18,370
2020-01-13,44,16,,,11,,31,,,,,3909,1134,,99,677,245,218,14,89,13,462
2020-01-14,51,16,,,16,,36,,,,,3789,1211,,134,705,251,191,7,79,22,478
2020-01-15,51,31,,,8,,38,,,,,3607,1108,23,90,688,289,234,16,66,26,387
2020-01-16,98,20,,,9,,56,,,,,3909,1100,98,98,826,272,247,7,74,21,522
2020-01-17,58,18,,,11,,23,,,,,3918,1252,23,79,660,263,232,11,74,19,469
2020-01-18,46,27,,,7,,31,,,,,3973,1183,21,73,658,211,179,14,61,132,387
2020-01-19,52,23,,,5,,47,,,,,3917,1252,15,51,635,210,181,11,66,8,369
2020-01-20,60,30,,,13,,48,,,,,4262,1329,14,80,676,265,212,11,84,20,409
2020-01-21,58,23,,,12,,43,,,,,4527,1562,23,56,812,300,219,17,71,18,699
2020-01-22,36,30,,,8,,33,,,,,4276,1446,12,92,761,316,227,11,85,15,452
2020-01-23,41,27,,,6,,39,,,,,4476,1397,13,65,754,269,226,3,59,26,592
2020-01-24,47,23,,,12,,26,,,,,4166,1232,25,73,647,255,254,11,66,28,424
2020-01-25,51,26,,,15,,28,,,,,3725,1158,14,72,696,189,201,16,59,14,409
2020-01-26,45,27,,,10,,25,,,,,3719,1096,17,61,771,243,169,14,58,20,418
2020-01-27,56,40,,,9,,28,,,,,4121,1165,15,105,687,219,279,18,67,19,553
2020-01-28,43,28,,,6,,30,,,,,4297,1174,15,73,723,278,276,13,55,26,542
2020-01-29,47,25,,,9,,29,,,,,6565,2263,26,67,1083,385,722,100,96,33,495
2020-01-30,44,13,,,15,,37,,,,,5164,1824,19,83,878,302,398,57,67,20,501
2020-01-31,60,22,,,7,,31,,,,,4456,1547,11,102,846,281,284,33,61,24,440
2020-02-01,39,31,,,10,,27,,,,,3887,1204,10,51,662,211,191,21,67,11,375
2020-02-02,52,27,,,8,,27,,,,,3971,1259,13,58,721,255,242,14,52,17,766
2020-02-03,68,16,,,5,,34,,,,,3909,1235,7,98,805,269,224,12,51,19,776
2020-02-04,44,32,,,6,,36,,,,,4088,1297,13,57,760,273,263,15,63,24,483
2020-02-05,57,26,,,17,,28,,,,,4044,1338,6,91,778,276,223,19,62,24,592
2020-02-06,56,16,,,12,,33,,,,,4103,1257,2,80,773,264,236,13,65,50,589
2020-02-07,63,9,,,10,,20,,,,,3782,1080,2,94,720,538,205,14,61,37,431
2020-02-08,56,12,,,14,,44,,,,,3471,1078,8,74,733,196,180,7,56,23,426
2020-02-09,65,32,,,19,,34,,,,,4336,1281,8,82,735,288,228,18,64,19,461
2020-02-10,61,19,,,10,,32,,,,,4254,1258,5,101,710,279,242,11,66,15,597
2020-02-11,73,18,,,10,,38,,,,,4079,1805,1,100,771,274,226,10,66,25,594
2020-02-12,80,14,,,8,,31,,,,,3762,1324,6,100,707,277,243,17,81,29,483
2020-02-13,53,12,,,8,,20,,,,,3615,1168,11,88,698,297,229,14,78,28,491
2020-02-14,63,40,,,11,,22,,,,,3594,1136,3,109,688,243,219,12,76,58,430
2020-02-15,70,19,,,6,,39,,,,,3354,1068,4,104,679,190,174,17,56,46,571
2020-02-16,82,25,,,11,,30,,,,,4906,1428,5,78,809,230,204,21,83,31,740
2020-02-17,108,95,,,17,,43,,,,,4252,1749,2,133,811,239,217,27,90,51,466
2020-02-18,84,46,,,37,,36,,,,,3979,1595,12,134,810,299,226,15,58,35,442
2020-02-19,74,36,,,43,,37,,,,,3823,1469,7,136,723,262,216,20,68,31,445
2020-02-20,65,50,,,19,,53,,,,,4857,1565,14,101,707,304,234,23,58,25,588
2020-02-21,66,29,,,30,,30,,,,,4081,1645,12,73,726,293,228,17,57,27,476
2020-02-22,54,51,,,16,,27,,,,,3651,1426,11,65,696,221,146,11,62,31,380
2020-02-23,47,40,,,24,,36,,,,,4245,1303,8,86,689,262,198,23,68,26,391
2020-02-24,50,18,,,13,,30,,,,,4144,1432,11,134,714,298,206,9,67,33,462
2020-02-25,65,18,,,17,,40,,,,,4156,1336,5,131,693,271,192,11,73,30,484
2020-02-26,81,17,,,5,,39,,,,,3938,1269,10,115,619,287,251,11,51,26,539
2020-02-27,92,34,,,16,,35,,,,,3881,1196,8,83,669,297,388,14,62,40,608
2020-02-28,78,27,,,11,,48,,,,,3575,1131,11,89,622,251,409,12,60,25,454
2020-02-29,73,28,,,12,,30,,,,,3270,1103,12,84,571,219,264,25,38,10,377
2020-03-01,78,28,,,22,,44,,,,,3511,1119,5,46,633,240,266,20,62,26,400
2020-03-02,82,25,,,19,,36,,,,,3868,2025,11,84,646,276,293,15,52,29,683
2020-03-03,75,18,,,13,,39,,,,,3617,1197,8,105,665,241,283,10,69,37,432
2020-03-04,79,15,,,16,,41,,,,,3601,1128,13,110,646,263,244,9,77,18,448
2020-03-05,57,28,,,9,,22,,,,,3535,1211,6,119,570,278,272,11,60,19,543
2020-03-06,73,9,,,9,,20,,,,,3527,1144,11,81,626,210,266,12,60,48,543
2020-03-07,52,26,,,12,,27,,,,,3324,1099,7,43,585,180,190,20,41,83,519
2020-03-08,73,14,,,12,,28,,,,,3549,1092,10,56,569,229,198,17,66,96,416
2020-03-09,55,10,,,8,,30,,,,,3721,1157,4,92,604,258,250,4,54,62,456
2020-03-10,47,19,,,9,,36,,,,,4050,1210,12,87,641,268,226,13,77,55,468
2020-03-11,46,20,,,11,,28,,,,,3864,1184,8,122,614,307,263,18,49,46,551
2020-03-12,54,26,,,10,,48,,,,,4020,1162,6,100,577,280,219,12,65,49,570
2020-03-13,47,40,,,7,,33,,,,,3530,974,7,83,540,267,201,10,54,51,350
2020-03-14,60,6,,,15,,29,,,,,3668,981,7,82,532,180,228,15,84,28,314
2020-03-15,73,25,,,11,,28,,,,,4874,1253,5,34,620,249,220,12,103,40,389
2020-03-16,58,15,,,15,,40,,,,,3432,1375,3,68,528,238,236,13,66,36,343
2020-03-17,72,17,,,8,,31,,,,,3152,1019,7,64,628,218,231,18,78,30,322
2020-03-18,90,12,,,18,,31,,,,,3347,1098,4,64,631,198,216,12,116,33,301
2020-03-19,76,12,,,12,,30,,,,,3225,1035,3,70,559,202,234,14,81,46,328
2020-03-20,58,9,,,8,,23,,,,,3174,929,6,47,505,207,204,13,122,28,307
2020-03-21,83,12,,,8,,21,,,,,3637,1152,4,35,669,189,200,9,80,23,877
2020-03-22,66,6,,,11,,33,,,,,4363,1467,3,40,646,249,210,26,72,30,812
2020-03-23,80,11,,,9,,43,,,,,4095,1271,3,72,582,254,246,22,71,24,471
2020-03-24,83,11,,,13,,22,,,,,4394,1259,15,81,631,264,227,16,69,16,392
2020-03-25,98,10,,,14,,36,,,,,11198,1291,7,69,1109,269,292,13,95,39,377
2020-03-26,99,20,,,13,,33,,,,,4615,1424,8,89,751,298,240,8,83,29,417
2020-03-27,96,11,,,9,,26,,,,,4285,1303,8,77,742,251,222,11,64,19,354
2020-03-28,64,13,,,7,,45,,,,,4155,1484,15,45,665,286,206,21,61,26,435
2020-03-29,77,12,,,9,,35,,,,,5033,2040,9,49,829,360,223,6,55,27,998
2020-03-30,60,9,,,11,,36,,,,,4826,1870,11,68,730,337,240,11,56,26,967
2020-03-31,75,7,,,17,,37,,,,,4566,1533,5,65,666,287,199,8,59,43,471
2020-04-01,78,11,,,20,,43,,,,,4437,1518,13,76,616,247,231,15,74,26,747
2020-04-02,72,19,,,17,,43,,,,,4569,1581,11,92,631,305,257,14,78,29,566
