,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,en,en,en,en,en,en,en,en,en,en,en
,Rwanda,Paul_Kagame,Umuganda,Uburezi_mu_Rwanda,Kigali,Ubukungu_bw%27U_Rwanda,Ikinyarwanda,Rose_Kabuye,Louise_Mushikiwabo,Agnes_Binagwaho,Paul_Rusesabagina,Rwanda,Paul_Kagame,Umuganda,Education_in_Rwanda,Kigali,Economy_of_Rwanda,Kinyarwanda,Rose_Kabuye,Louise_Mushikiwabo,Agnes_Binagwaho,Paul_Rusesabagina
2017-10-04,71,18,,,12,,17,,,,,3102,949,,83,436,161,204,8,33,18,506
2017-10-05,77,31,,,11,,18,,,,,3045,901,,77,433,131,198,7,23,30,568
2017-10-06,81,38,,,21,,29,,,,,3072,864,,86,451,134,207,12,19,28,514
2017-10-07,74,23,,,17,,17,,,,,2860,852,,47,407,103,185,7,26,17,408
2017-10-08,67,17,,,10,,19,,,,,3077,814,,57,386,126,145,8,20,16,513
2017-10-09,78,11,,,14,,17,,,,,3597,999,,56,499,173,208,21,27,31,467
2017-10-10,92,18,,,14,,22,,,,,3460,990,,80,484,162,259,7,38,25,636
2017-10-11,88,16,,,8,,32,,,,,3568,933,,87,493,153,223,7,35,16,543
2017-10-12,100,31,,,11,,31,,,,,3511,952,,85,520,151,209,5,51,41,456
2017-10-13,71,25,,,9,,34,,,,,3046,1085,,80,528,156,172,7,37,36,403
2017-10-14,62,16,,,6,,15,,,,,2699,851,,50,448,110,126,4,28,37,576
2017-10-15,84,21,,,19,,34,,,,,3235,1003,,65,505,138,172,7,30,32,679
2017-10-16,84,16,,,22,,17,,,,,4003,964,,104,702,162,196,4,42,43,565
2017-10-17,81,26,,,17,,27,,,,,3501,971,,125,570,204,186,10,31,32,493
2017-10-18,80,34,,,25,,30,,,,,3244,915,,159,523,169,198,8,44,27,503
2017-10-19,77,30,,,16,,22,,,,,3538,1108,,77,521,148,201,5,28,29,442
2017-10-20,86,12,,,16,,26,,,,,3239,860,,125,493,129,204,17,32,28,414
2017-10-21,59,70,,,17,,13,,,,,2882,992,,63,399,120,137,8,26,51,462
2017-10-22,87,71,,,7,,24,,,,,3063,1066,,70,447,130,145,7,39,20,469
2017-10-23,64,67,,,10,,15,,,,,3445,2573,,75,573,189,210,21,36,25,449
2017-10-24,108,30,,,18,,31,,,,,3591,1137,,87,563,195,190,8,44,19,488
2017-10-25,103,16,,,23,,26,,,,,3526,1142,,96,502,160,206,12,24,29,520
2017-10-26,93,19,,,11,,23,,,,,3743,1142,,107,577,193,244,12,27,26,421
2017-10-27,68,31,,,13,,23,,,,,3340,955,,75,480,158,203,5,28,23,512
2017-10-28,96,20,,,21,,27,,,,,3477,1045,,63,532,155,177,8,33,49,399
2017-10-29,87,43,,,26,,29,,,,,3255,1033,,95,529,158,172,9,115,32,459
2017-10-30,56,25,,,9,,18,,,,,3336,1042,,105,592,148,187,8,127,29,460
2017-10-31,75,22,,,16,,39,,,,,3613,1161,,136,538,165,202,12,77,28,605
2017-11-01,73,21,,,12,,18,,,,,3318,1087,,173,532,174,211,7,53,40,431
2017-11-02,69,20,,,9,,24,,,,,3875,1055,,194,479,280,204,15,37,27,463
2017-11-03,70,29,,,23,,22,,,,,3336,1022,,196,518,128,197,9,33,34,539
2017-11-04,88,28,,,20,,19,,,,,4896,926,,211,458,135,177,6,32,32,572
2017-11-05,79,23,,,10,,20,,,,,3132,955,,214,405,144,150,4,35,25,465
2017-11-06,89,20,,,24,,34,,,,,3346,1047,,127,529,179,213,5,35,28,478
2017-11-07,91,21,,,11,,18,,,,,3372,1158,,105,505,241,224,16,43,26,423
2017-11-08,74,25,,,27,,31,,,,,3418,950,,89,533,241,177,10,34,44,434
2017-11-09,90,26,,,12,,18,,,,,3278,1100,,100,536,246,198,13,42,44,449
2017-11-10,103,20,,,11,,32,,,,,3147,1042,,93,423,134,167,15,39,61,469
2017-11-11,100,24,,,18,,27,,,,,2816,839,,99,446,118,154,7,32,27,322
2017-11-12,59,27,,,23,,18,,,,,3308,911,,85,455,160,140,14,31,22,394
2017-11-13,71,24,,,13,,22,,,,,3598,1061,,149,515,226,214,19,30,47,530
2017-11-14,90,27,,,24,,30,,,,,3860,1160,,92,493,257,194,9,32,39,538
2017-11-15,119,22,,,15,,11,,,,,4374,1567,,87,681,219,186,10,49,30,595
2017-11-16,89,20,,,15,,17,,,,,4319,1643,,106,596,277,248,8,69,22,570
2017-11-17,76,19,,,7,,25,,,,,4710,1743,,92,620,277,201,14,48,29,471
2017-11-18,101,29,,,17,,34,,,,,3667,1223,,69,609,176,164,8,19,27,612
2017-11-19,103,28,,,16,,37,,,,,3975,1413,,71,592,194,160,16,36,27,561
2017-11-20,103,20,,,19,,39,,,,,4109,1498,,55,638,216,178,11,35,22,652
2017-11-21,86,32,,,10,,22,,,,,3900,1551,,133,526,229,243,12,23,12,457
2017-11-22,157,27,,,11,,29,,,,,4040,1745,,93,600,265,207,22,36,38,403
2017-11-23,82,30,,,16,,25,,,,,4075,1304,,116,567,186,148,12,102,15,411
2017-11-24,83,26,,,24,,42,,,,,3712,1326,,79,512,216,191,17,52,21,692
2017-11-25,81,13,,,16,,42,,,,,3305,1199,,82,463,180,175,11,41,34,381
2017-11-26,103,24,,,12,,25,,,,,3304,1193,,75,469,136,165,6,50,17,384
2017-11-27,65,17,,,14,,22,,,,,4378,1380,,131,539,246,211,14,38,26,456
2017-11-28,94,35,,,6,,26,,,,,4138,1691,,94,566,254,198,12,44,42,555
2017-11-29,97,37,,,14,,32,,,,,3871,1420,,93,623,242,223,17,45,41,540
2017-11-30,111,21,,,12,,26,,,,,3404,1227,,101,540,207,200,17,66,29,500
2017-12-01,82,34,,,13,,27,,,,,3121,957,,72,518,184,186,11,37,34,437
2017-12-02,74,22,,,17,,26,,,,,2761,921,,52,421,176,141,10,35,18,376
2017-12-03,79,28,,,18,,23,,,,,3272,989,,54,487,143,280,9,40,27,338
2017-12-04,103,30,,,24,,23,,,,,3739,1169,,109,504,196,266,11,42,31,619
2017-12-05,92,19,,,13,,23,,,,,3262,1117,,110,470,219,172,12,32,32,484
2017-12-06,67,28,,,9,,24,,,,,3014,985,,94,448,162,222,20,39,34,550
2017-12-07,77,22,,,24,,17,,,,,3413,990,,103,482,193,183,21,40,27,570
2017-12-08,86,33,,,12,,28,,,,,3155,953,,90,454,154,191,10,51,23,445
2017-12-09,103,21,,,16,,15,,,,,2746,986,,96,383,152,148,9,47,31,320
2017-12-10,81,26,,,17,,15,,,,,2924,1063,,116,449,157,147,10,41,17,404
2017-12-11,97,21,,,12,,35,,,,,3251,1187,,110,486,198,179,17,31,24,423
2017-12-12,58,35,,,15,,17,,,,,3168,1151,,135,514,185,170,14,31,23,449
2017-12-13,76,21,,,14,,21,,,,,3438,1117,,115,432,217,185,11,56,26,465
2017-12-14,70,25,,,15,,28,,,,,3595,1166,,118,504,182,179,18,64,17,523
2017-12-15,82,27,,,13,,25,,,,,2975,918,,115,434,139,191,8,51,35,398
2017-12-16,82,27,,,18,,19,,,,,2522,846,,107,365,121,162,8,56,24,451
2017-12-17,82,24,,,20,,17,,,,,2592,815,,92,427,220,146,5,56,8,282
2017-12-18,78,26,,,8,,16,,,,,3229,920,,113,450,160,196,9,133,26,346
2017-12-19,94,32,,,19,,32,,,,,3133,875,,93,507,165,176,9,51,26,376
2017-12-20,254,30,,,29,,48,,,,,2977,955,,83,433,129,173,5,58,27,529
2017-12-21,265,28,,,20,,45,,,,,2863,893,,65,463,149,156,8,34,13,607
2017-12-22,124,29,,,16,,19,,,,,2949,1114,,55,417,121,142,13,32,23,351
2017-12-23,86,18,,,17,,20,,,,,2385,821,,32,372,100,147,8,26,10,255
2017-12-24,119,26,,,20,,22,,,,,2303,704,,41,406,83,117,7,49,24,261
2017-12-25,75,15,,,23,,16,,,,,2420,654,,43,373,107,116,7,52,15,203
2017-12-26,110,19,,,13,,40,,,,,2529,764,,64,405,118,170,28,58,13,273
2017-12-27,94,20,,,13,,14,,,,,3392,1019,,57,506,138,167,13,42,28,825
2017-12-28,123,21,,,12,,25,,,,,3240,1041,,51,466,129,163,17,47,32,376
2017-12-29,109,31,,,15,,20,,,,,2693,1017,,49,424,115,136,12,36,20,303
2017-12-30,112,18,,,17,,29,,,,,2510,850,,57,422,104,118,6,21,18,353
2017-12-31,93,23,,,17,,17,,,,,2444,768,,48,410,93,112,13,27,17,289
2018-01-01,56,12,,,18,,17,,,,,2383,755,,46,369,117,135,13,31,15,305
2018-01-02,94,26,,,12,,20,,,,,2936,986,,59,485,123,133,9,33,23,455
2018-01-03,89,18,,,27,,31,,,,,2862,898,,83,551,221,160,11,32,23,328
2018-01-04,123,19,,,17,,17,,,,,3012,845,,98,437,177,188,10,27,25,309
2018-01-05,101,14,,,23,,26,,,,,2727,789,,89,537,145,145,12,40,20,313
2018-01-06,121,25,,,10,,28,,,,,2571,834,,74,525,151,137,13,24,25,338
2018-01-07,120,16,,,15,,22,,,,,2646,951,,71,511,128,136,15,28,18,387
2018-01-08,155,24,,,20,,24,,,,,3338,1896,,104,568,173,169,15,29,18,414
2018-01-09,151,15,,,16,,20,,,,,3551,855,,153,478,161,170,4,31,30,356
2018-01-10,121,25,,,29,,19,,,,,3484,968,,126,545,161,182,13,52,26,409
2018-01-11,124,23,,,15,,24,,,,,3622,949,,94,616,155,190,13,33,38,508
2018-01-12,108,26,,,16,,22,,,,,3606,1015,,83,610,144,185,20,42,26,510
2018-01-13,106,34,,,17,,28,,,,,3352,954,,65,557,167,187,14,57,26,367
2018-01-14,92,40,,,22,,14,,,,,3655,1318,,78,574,211,132,17,56,20,545
2018-01-15,113,26,,,22,,34,,,,,3560,1124,,81,574,201,181,12,65,23,392
2018-01-16,100,37,,,15,,31,,,,,3445,1003,,103,637,175,189,4,48,31,370
2018-01-17,103,30,,,18,,22,,,,,3418,1040,,88,574,207,210,23,71,29,496
2018-01-18,102,21,,,12,,30,,,,,3541,1042,,87,612,220,203,12,43,31,544
2018-01-19,109,26,,,31,,18,,,,,3135,936,,49,533,143,161,16,25,27,403
2018-01-20,75,30,,,17,,20,,,,,2759,837,,48,483,120,141,13,42,28,346
2018-01-21,70,28,,,10,,19,,,,,3322,998,,65,501,156,147,7,30,19,423
2018-01-22,102,29,,,22,,28,,,,,4072,1290,,80,657,178,205,18,42,15,505
2018-01-23,79,23,,,13,,27,,,,,3668,1112,,56,521,186,176,10,30,24,454
2018-01-24,113,14,,,14,,30,,,,,3520,1363,,77,652,168,178,8,30,34,373
2018-01-25,97,22,,,19,,12,,,,,3696,1715,,84,654,174,157,7,27,20,437
2018-01-26,88,25,,,21,,28,,,,,3904,2678,,66,548,175,207,15,42,28,458
2018-01-27,107,19,,,15,,41,,,,,3428,1961,,54,572,168,156,16,41,17,442
2018-01-28,89,26,,,18,,26,,,,,3594,1915,,74,596,176,163,18,41,14,410
2018-01-29,113,23,,,22,,29,,,,,3896,2005,,115,634,173,201,12,31,17,441
2018-01-30,115,47,,,18,,33,,,,,3737,1527,,75,630,181,222,12,51,24,463
2018-01-31,104,41,,,15,,28,,,,,3774,1440,,67,670,196,201,24,37,19,361
2018-02-01,104,32,,,36,,42,,,,,3739,1254,,73,571,232,172,9,31,13,450
2018-02-02,115,45,,,20,,27,,,,,3819,1177,,117,591,200,159,8,26,36,455
2018-02-03,110,33,,,22,,19,,,,,3339,1021,,84,560,140,174,21,26,24,443
2018-02-04,101,29,,,21,,32,,,,,3193,1166,,80,556,139,152,10,25,16,406
2018-02-05,91,22,,,19,,18,,,,,3690,1146,,89,630,197,230,14,38,27,795
2018-02-06,78,31,,,17,,32,,,,,3620,1204,,99,759,193,264,15,31,23,682
2018-02-07,117,28,,,20,,32,,,,,3737,1123,,132,723,203,223,17,33,22,430
2018-02-08,91,25,,,12,,33,,,,,3564,1133,,160,601,208,192,21,32,23,535
2018-02-09,92,21,,,16,,26,,,,,3220,1084,,107,559,161,180,11,35,22,509
2018-02-10,112,25,,,18,,29,,,,,2780,864,,153,443,149,144,6,30,16,331
2018-02-11,107,23,,,18,,24,,,,,3372,979,,94,548,128,175,9,26,12,406
2018-02-12,86,51,,,15,,32,,,,,3590,1119,,162,636,192,185,9,31,25,526
2018-02-13,102,26,,,21,,20,,,,,5618,1151,,216,551,219,194,14,32,12,583
2018-02-14,88,24,,,7,,32,,,,,3244,1005,,232,497,167,193,7,45,18,418
2018-02-15,88,26,,,10,,18,,,,,3454,1541,,250,560,223,188,10,19,26,431
2018-02-16,91,21,,,8,,18,,,,,3405,1114,,191,517,208,179,10,34,21,605
2018-02-17,100,21,,,13,,22,,,,,3206,1055,,250,467,121,151,9,35,20,359
2018-02-18,104,31,,,18,,39,,,,,3617,1185,,200,535,151,179,16,47,13,389
2018-02-19,127,22,,,10,,21,,,,,4057,1265,,263,596,187,188,10,55,12,465
2018-02-20,90,19,,,13,,31,,,,,3977,1218,,276,605,213,241,18,28,19,438
2018-02-21,117,31,,,16,,24,,,,,3780,1190,,189,647,205,203,11,20,26,463
2018-02-22,98,35,,,13,,28,,,,,3713,1240,,169,641,203,224,13,34,25,499
2018-02-23,103,24,,,12,,31,,,,,3542,1179,,140,533,201,187,10,36,26,501
2018-02-24,84,27,,,14,,31,,,,,3418,1365,,170,522,158,205,7,20,20,379
2018-02-25,85,17,,,12,,22,,,,,3931,1736,,171,588,170,208,4,33,10,924
2018-02-26,84,26,,,13,,21,,,,,4413,1387,,222,618,196,259,8,39,31,602
2018-02-27,114,34,,,16,,37,,,,,4061,1335,,167,637,230,190,10,55,25,489
2018-02-28,107,22,,,11,,30,,,,,4403,1354,,205,625,211,229,11,39,31,562
2018-03-01,90,34,,,9,,22,,,,,4089,1452,,263,510,200,185,6,38,29,576
2018-03-02,90,40,,,16,,24,,,,,3501,1278,,211,564,180,181,7,38,22,492
2018-03-03,96,27,,,13,,31,,,,,3176,1569,,130,494,149,164,8,33,15,462
2018-03-04,76,22,,,8,,23,,,,,5150,2133,,101,708,188,161,8,54,28,509
2018-03-05,85,33,,,8,,24,,,,,4515,1522,,100,718,238,225,20,41,38,528
2018-03-06,87,21,,,14,,41,,,,,3923,1431,,118,692,248,199,6,55,30,537
2018-03-07,91,20,,,11,,26,,,,,3935,1354,,122,683,258,205,10,32,15,507
2018-03-08,78,33,,,7,,23,,,,,3849,1552,,113,730,195,215,19,50,31,592
2018-03-09,97,19,,,6,,31,,,,,3992,1762,,101,652,190,198,7,31,32,561
2018-03-10,140,30,,,19,,44,,,,,5585,1656,,91,699,167,158,8,32,21,492
2018-03-11,94,30,,,29,,37,,,,,4504,1528,,56,810,167,179,6,40,23,519
2018-03-12,106,33,,,20,,23,,,,,5273,1582,,103,777,214,221,12,36,40,687
2018-03-13,99,16,,,17,,27,,,,,4257,1443,,157,691,192,244,15,99,20,752
2018-03-14,114,26,,,17,,22,,,,,3951,1338,,168,578,177,206,5,63,15,643
2018-03-15,95,31,,,19,,28,,,,,5862,1511,,122,787,232,221,20,66,19,598
2018-03-16,112,36,,,15,,25,,,,,4038,1272,,97,556,166,206,11,32,20,528
2018-03-17,105,31,,,27,,22,,,,,3279,1154,,83,536,163,159,12,30,17,548
2018-03-18,94,24,,,15,,13,,,,,3485,1321,,88,623,150,157,9,58,14,555
2018-03-19,115,40,,,22,,27,,,,,4008,2242,,76,625,209,227,13,64,23,635
2018-03-20,81,17,,,20,,25,,,,,3957,1676,,73,680,221,187,16,53,23,1188
2018-03-21,108,32,,,14,,29,,,,,4203,1704,,81,747,250,208,18,86,33,924
2018-03-22,99,35,,,20,,25,,,,,3948,1624,,116,824,220,194,14,53,50,662
2018-03-23,98,32,,,15,,29,,,,,3555,1174,,70,657,226,208,15,62,27,585
2018-03-24,79,30,,,12,,15,,,,,3034,1036,,59,579,209,126,7,32,22,457
2018-03-25,80,35,,,15,,20,,,,,3344,1233,,83,618,296,151,10,46,23,483
2018-03-26,76,25,,,24,,20,,,,,3921,1367,,98,736,259,210,22,37,16,555
2018-03-27,90,35,,,28,,18,,,,,3874,1329,,95,688,263,204,13,42,26,593
2018-03-28,78,31,,,12,,17,,,,,3420,1311,,90,582,349,194,12,33,27,533
2018-03-29,75,25,,,10,,25,,,,,3481,1188,,90,523,365,204,11,23,18,503
2018-03-30,77,18,,,22,,19,,,,,3301,1056,,86,504,298,165,9,32,31,460
2018-03-31,69,33,,,6,,27,,,,,2958,967,,53,421,391,149,5,44,22,400
2018-04-01,121,32,,,10,,35,,,,,3157,1017,,78,451,335,159,13,20,19,411
2018-04-02,93,28,,,20,,17,,,,,3624,1247,,67,556,417,176,11,46,31,516
2018-04-03,90,23,,,21,,27,,,,,3730,1387,,58,541,377,181,17,41,28,628
2018-04-04,79,26,,,18,,14,,,,,5083,1272,,71,605,355,214,16,25,22,570
2018-04-05,68,25,,,13,,29,,,,,3877,1228,,76,538,182,223,9,37,24,562
2018-04-06,74,19,,,17,,17,,,,,3748,1266,,67,528,154,198,11,33,33,555
2018-04-07,124,51,,,15,,21,,,,,3860,1376,,81,596,180,156,25,60,30,659
2018-04-08,95,29,,,13,,17,,,,,4409,1547,,59,606,126,187,28,37,26,1355
2018-04-09,101,30,,,22,,37,,,,,4472,1612,,96,639,226,223,18,45,33,1074
2018-04-10,121,49,,,15,,27,,,,,4708,1423,,80,546,179,255,18,47,36,646
2018-04-11,140,38,,,22,,31,,,,,4154,1284,,108,597,231,242,21,47,26,656
2018-04-12,155,36,,,36,,39,,,,,3892,1295,,114,560,219,203,22,27,29,719
2018-04-13,164,44,,,26,,24,,,,,7593,1279,,83,497,201,225,15,78,22,649
2018-04-14,109,38,,,21,,35,,,,,3291,1284,,102,478,174,153,15,35,22,793
2018-04-15,116,38,,,25,,31,,,,,5380,1144,,92,493,174,177,19,35,18,882
2018-04-16,97,28,,,14,,25,,,,,3926,1296,,113,531,193,194,14,44,32,973
2018-04-17,101,32,,,13,,28,,,,,4019,1338,,100,554,223,202,13,22,23,616
2018-04-18,111,24,,,14,,21,,,,,3846,1233,,107,574,202,171,14,36,26,590
2018-04-19,120,28,,,13,,22,,,,,3941,1261,,116,592,202,187,14,45,26,755
2018-04-20,108,25,,,23,,30,,,,,3904,1241,,99,553,167,164,9,39,43,512
2018-04-21,81,26,,,16,,33,,,,,3012,1028,,87,464,160,159,13,36,25,368
2018-04-22,102,26,,,24,,18,,,,,3014,1075,,102,483,173,134,16,15,12,517
2018-04-23,96,27,,,34,,26,,,,,3839,1279,,111,581,198,177,21,23,22,623
2018-04-24,119,31,,,16,,33,,,,,4044,1655,,116,642,236,188,5,29,20,706
2018-04-25,104,39,,,19,,28,,,,,4510,2219,,148,668,220,217,9,31,23,708
2018-04-26,122,40,,,15,,25,,,,,4227,2037,,98,637,223,199,9,36,19,777
2018-04-27,95,36,,,16,,24,,,,,4330,2031,,86,611,178,182,8,30,30,967
2018-04-28,110,43,,,14,,24,,,,,2564,1162,,69,506,183,147,10,19,14,500
2018-04-29,96,45,,,15,,19,,,,,2955,1326,,69,507,161,128,9,33,13,508
2018-04-30,102,30,,,16,,23,,,,,3613,1342,,89,623,281,184,10,30,21,676
2018-05-01,126,29,,,25,,55,,,,,3577,1328,,114,573,319,203,8,30,33,684
2018-05-02,88,50,,,14,,31,,,,,3622,1291,,150,581,274,187,12,32,25,655
2018-05-03,120,20,,,12,,28,,,,,3606,1334,,115,556,269,194,11,19,22,671
2018-05-04,84,28,,,23,,21,,,,,3234,1073,,94,507,189,188,10,34,31,602
2018-05-05,92,36,,,19,,12,,,,,2865,969,,84,396,180,152,13,31,16,446
2018-05-06,103,25,,,6,,26,,,,,2905,1095,,48,448,182,258,6,22,18,449
2018-05-07,114,14,,,35,,21,,,,,3715,1217,,61,600,247,187,6,50,29,737
2018-05-08,104,22,,,14,,18,,,,,3421,1148,,87,616,265,264,13,77,20,679
2018-05-09,107,16,,,16,,33,,,,,3661,1196,,72,533,218,193,22,202,21,663
2018-05-10,116,38,,,20,,17,,,,,3483,1136,,76,577,300,171,9,131,12,687
2018-05-11,113,38,,,14,,28,,,,,3440,1299,,73,477,243,153,6,67,26,752
2018-05-12,101,29,,,14,,9,,,,,2923,1401,,77,457,196,132,18,54,10,448
2018-05-13,88,16,,,20,,17,,,,,2982,1308,,75,480,206,136,11,42,14,456
2018-05-14,110,20,,,21,,16,,,,,3872,1183,,90,584,349,185,7,40,12,639
2018-05-15,86,22,,,34,,29,,,,,4084,1703,,71,651,294,220,17,52,19,1732
2018-05-16,91,25,,,19,,27,,,,,3750,1207,,94,616,267,188,10,54,21,817
2018-05-17,80,15,,,13,,22,,,,,3981,1855,,81,595,216,199,18,49,19,765
2018-05-18,95,28,,,21,,18,,,,,3747,1088,,46,564,236,217,6,26,20,754
2018-05-19,101,12,,,19,,18,,,,,2974,949,,50,456,163,132,9,35,18,408
2018-05-20,334,21,,,14,,22,,,,,3254,1037,,52,469,216,159,7,37,16,510
2018-05-21,473,15,,,17,,12,,,,,3816,1375,,74,567,264,195,14,73,17,751
2018-05-22,367,20,,,17,,36,,,,,3879,1374,,94,564,227,246,11,52,29,982
2018-05-23,303,33,,,14,,23,,,,,7929,2374,,108,843,387,258,24,326,80,925
2018-05-24,317,16,,,21,,19,,,,,4973,2047,,102,658,308,196,32,418,63,893
2018-05-25,276,14,,,36,,19,,,,,4271,1741,,70,648,310,181,27,248,19,710
2018-05-26,283,22,,,19,,32,,,,,3284,1453,,50,564,214,173,23,144,15,511
2018-05-27,212,20,,,20,,17,,,,,3478,1643,,37,599,239,188,8,104,19,454
2018-05-28,112,18,,,14,,12,,,,,4398,1658,,53,754,252,167,11,139,23,534
2018-05-29,113,23,,,22,,42,,,,,5077,2034,,73,717,296,188,19,90,28,752
2018-05-30,129,33,,,21,,36,,,,,4609,1994,,159,681,285,204,18,100,20,965
2018-05-31,100,29,,,24,,26,,,,,3801,1576,,50,640,232,187,17,146,15,704
2018-06-01,102,17,,,6,,20,,,,,3484,1267,,66,511,189,169,13,63,14,645
2018-06-02,103,20,,,23,,24,,,,,3556,1251,,41,610,211,157,5,67,9,600
2018-06-03,94,24,,,19,,25,,,,,3752,1212,,46,705,186,155,13,90,7,499
2018-06-04,97,31,,,27,,18,,,,,4019,1380,,69,711,297,201,11,136,11,671
2018-06-05,91,18,,,9,,16,,,,,4308,1456,,65,668,255,198,11,70,21,664
2018-06-06,96,19,,,12,,23,,,,,3951,1298,,76,625,235,180,15,68,19,591
2018-06-07,79,20,,,12,,21,,,,,3664,1222,,47,551,223,204,15,105,20,628
2018-06-08,111,22,,,9,,11,,,,,3433,1123,,60,550,167,195,8,92,20,500
2018-06-09,94,15,,,22,,21,,,,,3052,1013,,48,509,188,143,9,64,14,358
2018-06-10,107,33,,,29,,23,,,,,3163,976,,37,499,180,138,9,56,16,391
2018-06-11,106,32,,,28,,20,,,,,3620,1078,,58,538,223,182,14,60,19,558
2018-06-12,90,18,,,21,,22,,,,,3185,1132,,64,570,173,157,6,55,36,457
2018-06-13,106,26,,,17,,40,,,,,3375,1083,,53,622,224,177,9,49,20,476
2018-06-14,107,38,,,19,,51,,,,,3331,1098,,94,539,240,157,8,74,21,437
2018-06-15,98,14,,,19,,21,,,,,2911,895,,43,467,199,161,3,51,20,405
2018-06-16,97,18,,,14,,16,,,,,2808,879,,43,427,154,108,3,49,8,376
2018-06-17,145,11,,,18,,14,,,,,2977,928,,42,479,161,163,5,45,11,439
2018-06-18,103,12,,,20,,19,,,,,3598,1299,,92,531,177,182,10,44,21,637
2018-06-19,90,19,,,17,,29,,,,,3362,1153,,78,509,207,182,9,46,8,482
2018-06-20,120,20,,,9,,27,,,,,3537,1290,,63,599,188,170,11,110,24,438
2018-06-21,111,25,,,5,,29,,,,,2911,971,,61,537,165,163,8,61,20,331
2018-06-22,101,15,,,20,,24,,,,,3059,935,,53,502,182,167,19,64,15,317
2018-06-23,102,18,,,9,,21,,,,,2875,932,,35,475,139,155,7,60,19,403
2018-06-24,106,23,,,21,,29,,,,,3211,923,,29,482,158,176,6,45,20,416
2018-06-25,99,16,,,15,,49,,,,,3368,988,,52,681,248,226,17,49,23,426
2018-06-26,97,20,,,13,,26,,,,,3116,953,,52,540,204,177,4,53,23,358
2018-06-27,81,21,,,16,,28,,,,,3773,1245,,51,633,241,162,4,40,22,332
2018-06-28,95,17,,,12,,15,,,,,3541,1576,,51,542,224,159,14,48,18,360
2018-06-29,67,25,,,18,,16,,,,,5295,1133,,64,484,237,158,10,49,20,355
2018-06-30,93,23,,,30,,22,,,,,3119,1107,,49,439,213,251,8,45,10,305
2018-07-01,102,22,,,9,,30,,,,,4795,1191,,34,523,223,154,17,73,21,347
2018-07-02,73,30,,,10,,19,,,,,3468,1200,,53,550,265,291,22,68,30,318
2018-07-03,70,27,,,10,,27,,,,,3301,1193,,51,597,291,163,10,73,15,290
2018-07-04,75,56,,,20,,37,,,,,3778,1380,,62,560,279,170,24,79,15,332
2018-07-05,87,44,,,14,,21,,,,,3438,1322,,108,525,199,184,17,56,20,387
2018-07-06,114,30,,,16,,30,,,,,3509,1295,,69,523,257,149,4,40,9,353
2018-07-07,84,34,,,19,,27,,,,,3546,1368,,37,527,234,162,7,32,11,376
2018-07-08,72,36,,,19,,18,,,,,3470,1444,,36,597,216,129,14,42,9,491
2018-07-09,111,32,,,21,,24,,,,,3716,1357,,60,570,236,179,8,83,26,474
2018-07-10,79,22,,,19,,12,,,,,3694,1373,,56,554,205,147,7,61,19,357
2018-07-11,85,15,,,14,,21,,,,,3736,1189,,46,586,190,148,16,82,24,318
2018-07-12,107,29,,,28,,16,,,,,3870,1147,,69,605,204,178,18,93,20,318
2018-07-13,95,28,,,15,,22,,,,,3718,1148,,62,749,181,199,15,112,23,339
2018-07-14,101,95,,,17,,16,,,,,3428,1130,,45,655,186,152,3,65,13,366
2018-07-15,93,24,,,21,,14,,,,,3684,1362,,49,811,236,144,12,66,13,374
2018-07-16,79,17,,,16,,25,,,,,4106,1415,,63,850,226,182,21,53,24,415
2018-07-17,67,47,,,7,,20,,,,,4246,1663,,75,869,269,190,13,73,18,533
2018-07-18,78,27,,,20,,14,,,,,4139,1682,,95,831,216,179,14,65,21,541
2018-07-19,106,31,,,19,,23,,,,,3845,1456,,76,728,221,200,14,55,34,455
2018-07-20,106,31,,,13,,13,,,,,3495,1325,,44,612,209,173,9,62,20,429
2018-07-21,91,23,,,14,,19,,,,,5253,1508,,50,764,180,153,8,51,15,450
2018-07-22,82,15,,,23,,21,,,,,4758,1487,,53,694,168,164,22,55,12,418
2018-07-23,113,28,,,18,,17,,,,,16949,2465,,68,1684,337,178,20,159,17,410
2018-07-24,88,25,,,15,,20,,,,,42796,3767,,87,2336,772,268,8,71,19,428
2018-07-25,82,19,,,11,,26,,,,,17126,1908,,102,1263,404,197,11,58,24,330
2018-07-26,101,26,,,15,,13,,,,,9431,1533,,81,753,248,188,7,125,23,339
2018-07-27,96,35,,,9,,11,,,,,5854,1342,,97,694,206,178,13,81,15,324
2018-07-28,82,27,,,22,,17,,,,,4886,1147,,71,651,238,210,9,56,14,349
2018-07-29,70,22,,,20,,32,,,,,5214,1694,,52,783,225,155,18,45,17,426
2018-07-30,79,38,,,16,,14,,,,,5060,1345,,90,748,243,184,13,55,21,347
2018-07-31,90,28,,,12,,26,,,,,4533,1329,,108,705,226,201,12,62,18,320
2018-08-01,88,29,,,19,,15,,,,,4300,1343,,148,704,211,191,4,80,17,341
2018-08-02,95,22,,,19,,8,,,,,4060,1180,,121,654,195,173,17,120,20,303
2018-08-03,83,19,,,20,,29,,,,,4757,1229,,76,638,201,148,11,88,17,312
2018-08-04,95,56,,,17,,43,,,,,3639,1236,,51,571,172,167,13,92,11,374
2018-08-05,78,48,,,15,,23,,,,,3603,1182,,32,609,197,151,15,57,12,399
