,en,en,en,en,en,en,en,en,en,en,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw
,Economy_of_Rwanda,Education_in_Rwanda,Kigali,Kinyarwanda,Louise_Mushikiwabo,Paul_Kagame,Rose_Kabuye,Rwanda,Rwanda,Umuganda,Agnes_Binagwaho,Ikinyarwanda,Kigali,Louise_Mushikiwabo,Paul_Kagame,Paul_Rusesabagina,Rose_Kabuye,Rwanda,Rwanda,Ubukungu_bw%27U_Rwanda,Uburezi_mu_Rwanda,Umuganda
2018-11-10,16.0,169.0,181.0,137.0,365.0,38.0,34.0,2971.0,,513.0,,,,,,1071.0,,78.0,30.0,18.0,29.0,
2018-11-11,12.0,191.0,148.0,120.0,418.0,37.0,14.0,3648.0,,589.0,,,,,,1246.0,,90.0,26.0,25.0,20.0,
2018-11-12,14.0,311.0,183.0,120.0,456.0,77.0,33.0,3769.0,,702.0,,,,,,1340.0,,92.0,30.0,31.0,23.0,
2018-11-13,19.0,294.0,180.0,128.0,435.0,70.0,37.0,3946.0,,640.0,,,,,,1330.0,,94.0,24.0,31.0,19.0,
2018-11-14,16.0,284.0,205.0,109.0,549.0,71.0,24.0,3787.0,,657.0,,,,,,1295.0,,163.0,42.0,77.0,35.0,
2018-11-15,8.0,229.0,211.0,78.0,435.0,53.0,43.0,3642.0,,545.0,,,,,,1340.0,,148.0,22.0,80.0,17.0,
2018-11-16,16.0,180.0,181.0,88.0,491.0,76.0,30.0,3327.0,,540.0,,,,,,1177.0,,119.0,27.0,33.0,33.0,
2018-11-17,8.0,158.0,142.0,89.0,355.0,41.0,33.0,2865.0,,474.0,,,,,,1199.0,,72.0,40.0,19.0,22.0,
2018-11-18,10.0,196.0,146.0,93.0,371.0,49.0,18.0,3120.0,,439.0,,,,,,1221.0,,58.0,21.0,23.0,32.0,
2018-11-19,12.0,216.0,175.0,80.0,434.0,65.0,33.0,3394.0,,585.0,,,,,,1261.0,,70.0,25.0,16.0,18.0,
2018-11-20,20.0,246.0,169.0,99.0,462.0,76.0,25.0,3324.0,,516.0,,,,,,1169.0,,79.0,35.0,23.0,19.0,
2018-11-21,20.0,243.0,176.0,96.0,346.0,87.0,30.0,5234.0,,505.0,,,,,,1063.0,,96.0,27.0,40.0,30.0,
2018-11-22,10.0,221.0,171.0,95.0,328.0,82.0,33.0,3187.0,,551.0,,,,,,1125.0,,70.0,53.0,32.0,13.0,
2018-11-23,8.0,214.0,136.0,65.0,340.0,74.0,29.0,3030.0,,456.0,,,,,,1018.0,,78.0,21.0,19.0,25.0,
2018-11-24,6.0,192.0,100.0,63.0,335.0,68.0,20.0,2639.0,,444.0,,,,,,1002.0,,104.0,23.0,26.0,20.0,
2018-11-25,20.0,188.0,143.0,77.0,549.0,83.0,24.0,3239.0,,481.0,,,,,,1207.0,,81.0,28.0,17.0,18.0,
2018-11-26,13.0,248.0,176.0,93.0,449.0,135.0,25.0,4449.0,,523.0,,,,,,1161.0,,113.0,32.0,23.0,19.0,
2018-11-27,12.0,219.0,179.0,86.0,508.0,134.0,32.0,3506.0,,496.0,,,,,,1216.0,,90.0,26.0,19.0,25.0,
2018-11-28,14.0,227.0,183.0,79.0,516.0,130.0,11.0,3462.0,,490.0,,,,,,1194.0,,86.0,18.0,14.0,19.0,
2018-11-29,9.0,245.0,205.0,60.0,487.0,152.0,21.0,3785.0,,467.0,,,,,,1349.0,,101.0,20.0,25.0,18.0,
2018-11-30,7.0,196.0,184.0,61.0,375.0,69.0,19.0,3399.0,,525.0,,,,,,1581.0,,109.0,18.0,22.0,25.0,
2018-12-01,13.0,187.0,143.0,61.0,315.0,68.0,15.0,2979.0,,545.0,,,,,,1396.0,,68.0,21.0,16.0,17.0,
2018-12-02,9.0,199.0,157.0,46.0,391.0,63.0,11.0,4585.0,,536.0,,,,,,1567.0,,82.0,26.0,31.0,11.0,
2018-12-03,12.0,240.0,205.0,70.0,432.0,81.0,17.0,3902.0,,587.0,,,,,,1373.0,,82.0,24.0,31.0,28.0,
2018-12-04,13.0,212.0,195.0,96.0,479.0,133.0,26.0,3633.0,,598.0,,,,,,1235.0,,87.0,29.0,28.0,14.0,
2018-12-05,19.0,230.0,183.0,83.0,468.0,149.0,26.0,4588.0,,556.0,,,,,,1342.0,,81.0,28.0,24.0,17.0,
2018-12-06,9.0,226.0,186.0,79.0,445.0,175.0,24.0,3948.0,,614.0,,,,,,1381.0,,110.0,26.0,23.0,19.0,
2018-12-07,14.0,239.0,260.0,78.0,398.0,88.0,15.0,3411.0,,582.0,,,,,,1251.0,,94.0,57.0,34.0,11.0,
2018-12-08,3.0,224.0,295.0,54.0,367.0,42.0,14.0,3378.0,,510.0,,,,,,1178.0,,96.0,30.0,30.0,24.0,
2018-12-09,9.0,175.0,227.0,60.0,393.0,64.0,12.0,3410.0,,525.0,,,,,,1154.0,,76.0,52.0,41.0,14.0,
2018-12-10,8.0,206.0,243.0,88.0,442.0,82.0,21.0,3745.0,,560.0,,,,,,1326.0,,101.0,38.0,32.0,22.0,
2018-12-11,6.0,271.0,238.0,76.0,552.0,118.0,19.0,3848.0,,590.0,,,,,,1450.0,,136.0,57.0,36.0,27.0,
2018-12-12,19.0,222.0,249.0,62.0,439.0,71.0,19.0,3448.0,,531.0,,,,,,1559.0,,90.0,71.0,26.0,27.0,
2018-12-13,15.0,234.0,219.0,58.0,488.0,284.0,22.0,3428.0,,528.0,,,,,,1445.0,,87.0,41.0,20.0,16.0,
2018-12-14,11.0,165.0,218.0,49.0,430.0,106.0,13.0,3238.0,,517.0,,,,,,1293.0,,82.0,37.0,21.0,27.0,
2018-12-15,8.0,153.0,179.0,34.0,392.0,51.0,16.0,2746.0,,500.0,,,,,,1153.0,,72.0,45.0,23.0,17.0,
2018-12-16,12.0,185.0,173.0,50.0,411.0,49.0,9.0,3202.0,,521.0,,,,,,1148.0,,110.0,39.0,18.0,15.0,
2018-12-17,16.0,209.0,196.0,65.0,493.0,80.0,23.0,3374.0,,490.0,,,,,,1192.0,,98.0,31.0,31.0,20.0,
2018-12-18,11.0,231.0,192.0,55.0,420.0,64.0,10.0,3165.0,,597.0,,,,,,1500.0,,70.0,36.0,19.0,17.0,
2018-12-19,14.0,217.0,169.0,68.0,405.0,86.0,21.0,3616.0,,565.0,,,,,,1191.0,,78.0,37.0,17.0,22.0,
2018-12-20,7.0,218.0,195.0,60.0,377.0,83.0,13.0,3157.0,,596.0,,,,,,1226.0,,93.0,41.0,21.0,16.0,
2018-12-21,6.0,123.0,157.0,53.0,430.0,62.0,19.0,2820.0,,472.0,,,,,,1163.0,,113.0,28.0,17.0,22.0,
2018-12-22,8.0,168.0,184.0,52.0,337.0,60.0,11.0,3715.0,,467.0,,,,,,1836.0,,71.0,30.0,15.0,16.0,
2018-12-23,11.0,130.0,154.0,62.0,355.0,62.0,14.0,2933.0,,576.0,,,,,,1333.0,,70.0,25.0,23.0,20.0,
2018-12-24,5.0,176.0,127.0,51.0,348.0,69.0,25.0,2777.0,,527.0,,,,,,1217.0,,88.0,45.0,14.0,20.0,
2018-12-25,7.0,137.0,151.0,50.0,296.0,49.0,19.0,2780.0,,478.0,,,,,,1133.0,,62.0,24.0,16.0,9.0,
2018-12-26,16.0,161.0,159.0,57.0,394.0,67.0,10.0,3723.0,,618.0,,,,,,1980.0,,93.0,30.0,16.0,23.0,
2018-12-27,26.0,188.0,196.0,85.0,595.0,52.0,13.0,4687.0,,853.0,,,,,,2582.0,,110.0,39.0,26.0,18.0,
2018-12-28,15.0,177.0,153.0,86.0,420.0,62.0,13.0,2969.0,,549.0,,,,,,1315.0,,110.0,49.0,32.0,12.0,
2018-12-29,7.0,150.0,119.0,90.0,470.0,70.0,7.0,3206.0,,501.0,,,,,,1473.0,,100.0,56.0,27.0,14.0,
2018-12-30,18.0,155.0,151.0,81.0,389.0,87.0,10.0,3064.0,,468.0,,,,,,1550.0,,123.0,32.0,15.0,30.0,
2018-12-31,7.0,126.0,138.0,76.0,396.0,76.0,13.0,2691.0,,460.0,,,,,,1204.0,,95.0,50.0,16.0,21.0,
2019-01-01,11.0,143.0,133.0,63.0,404.0,44.0,10.0,3127.0,,486.0,,,,,,1162.0,,90.0,36.0,14.0,21.0,
2019-01-02,12.0,177.0,175.0,50.0,872.0,76.0,12.0,3529.0,,538.0,,,,,,1347.0,,102.0,35.0,25.0,14.0,
2019-01-03,14.0,181.0,186.0,128.0,521.0,77.0,12.0,3418.0,,524.0,,,,,,2712.0,,83.0,26.0,14.0,25.0,
2019-01-04,17.0,189.0,178.0,115.0,491.0,87.0,14.0,3185.0,,526.0,,,,,,1885.0,,118.0,39.0,24.0,16.0,
2019-01-05,16.0,167.0,151.0,81.0,477.0,50.0,8.0,3029.0,,642.0,,,,,,1258.0,,79.0,36.0,29.0,16.0,
2019-01-06,16.0,143.0,138.0,52.0,560.0,45.0,11.0,3350.0,,590.0,,,,,,1326.0,,98.0,41.0,29.0,21.0,
2019-01-07,28.0,184.0,205.0,65.0,542.0,95.0,19.0,3617.0,,682.0,,,,,,1260.0,,90.0,20.0,31.0,18.0,
2019-01-08,11.0,227.0,217.0,77.0,507.0,67.0,22.0,3486.0,,613.0,,,,,,1340.0,,123.0,49.0,26.0,17.0,
2019-01-09,16.0,170.0,196.0,109.0,569.0,100.0,16.0,3602.0,,597.0,,,,,,1337.0,,100.0,26.0,30.0,21.0,
2019-01-10,15.0,250.0,238.0,114.0,579.0,148.0,16.0,3874.0,,647.0,,,,,,1689.0,,124.0,35.0,21.0,25.0,
2019-01-11,14.0,220.0,194.0,92.0,545.0,130.0,15.0,3696.0,,539.0,,,,,,1864.0,,102.0,34.0,39.0,22.0,
2019-01-12,11.0,182.0,162.0,67.0,530.0,83.0,10.0,3891.0,,582.0,,,,,,1390.0,,81.0,22.0,30.0,19.0,
2019-01-13,15.0,207.0,165.0,63.0,660.0,100.0,16.0,3826.0,,512.0,,,,,,1698.0,,96.0,28.0,19.0,18.0,
2019-01-14,23.0,253.0,228.0,67.0,608.0,102.0,20.0,3870.0,,623.0,,,,,,1757.0,,85.0,25.0,40.0,16.0,
2019-01-15,27.0,263.0,193.0,68.0,585.0,156.0,12.0,3776.0,,580.0,,,,,,1641.0,,95.0,22.0,32.0,23.0,
2019-01-16,25.0,228.0,190.0,79.0,577.0,145.0,16.0,3849.0,,598.0,,,,,,1429.0,,107.0,47.0,17.0,32.0,
2019-01-17,6.0,252.0,227.0,74.0,672.0,167.0,23.0,3652.0,,735.0,,,,,,1446.0,,131.0,24.0,35.0,19.0,
2019-01-18,9.0,225.0,210.0,85.0,608.0,96.0,33.0,3578.0,,565.0,,,,,,1407.0,,90.0,33.0,37.0,22.0,
2019-01-19,10.0,190.0,138.0,62.0,561.0,115.0,36.0,4296.0,,543.0,,,,,,1354.0,,91.0,21.0,40.0,22.0,
2019-01-20,7.0,211.0,165.0,68.0,529.0,63.0,17.0,4674.0,,569.0,,,,,,1300.0,,117.0,28.0,31.0,14.0,
2019-01-21,15.0,209.0,158.0,56.0,420.0,56.0,26.0,3595.0,,585.0,,,,,,1313.0,,106.0,12.0,33.0,17.0,
2019-01-22,9.0,240.0,212.0,109.0,425.0,91.0,28.0,3606.0,,583.0,,,,,,1277.0,,72.0,15.0,27.0,18.0,
2019-01-23,11.0,218.0,204.0,93.0,488.0,149.0,30.0,3471.0,,591.0,,,,,,1348.0,,78.0,26.0,30.0,11.0,
2019-01-24,9.0,224.0,239.0,136.0,416.0,86.0,27.0,3631.0,,545.0,,,,,,1513.0,,108.0,22.0,34.0,19.0,
2019-01-25,12.0,254.0,211.0,103.0,484.0,67.0,63.0,6812.0,,732.0,,,,,,1671.0,,71.0,31.0,43.0,24.0,
2019-01-26,32.0,232.0,186.0,67.0,534.0,53.0,49.0,5376.0,,700.0,,,,,,1891.0,,119.0,35.0,29.0,22.0,
2019-01-27,35.0,278.0,214.0,71.0,626.0,79.0,46.0,6543.0,,763.0,,,,,,2559.0,,82.0,33.0,32.0,13.0,
2019-01-28,29.0,266.0,301.0,78.0,636.0,79.0,33.0,6034.0,,779.0,,,,,,2376.0,,78.0,26.0,34.0,19.0,
2019-01-29,24.0,287.0,235.0,64.0,537.0,103.0,29.0,5895.0,,691.0,,,,,,2068.0,,67.0,30.0,23.0,17.0,
2019-01-30,30.0,256.0,236.0,98.0,559.0,72.0,26.0,5591.0,,680.0,,,,,,2017.0,,80.0,27.0,26.0,8.0,
2019-01-31,25.0,227.0,234.0,90.0,628.0,101.0,31.0,5508.0,,621.0,,,,,,1986.0,,100.0,26.0,17.0,14.0,
2019-02-01,40.0,235.0,236.0,73.0,623.0,67.0,23.0,5129.0,,682.0,,,,,,2636.0,,104.0,37.0,35.0,10.0,
2019-02-02,23.0,225.0,212.0,66.0,548.0,53.0,26.0,4878.0,,626.0,,,,,,2114.0,,100.0,32.0,30.0,18.0,
2019-02-03,27.0,213.0,186.0,72.0,578.0,46.0,14.0,5666.0,,727.0,,,,,,2174.0,,83.0,34.0,40.0,19.0,
2019-02-04,27.0,238.0,337.0,79.0,480.0,76.0,22.0,4774.0,,704.0,,,,,,1743.0,,65.0,21.0,29.0,16.0,
2019-02-05,22.0,235.0,235.0,66.0,524.0,77.0,27.0,4911.0,,694.0,,,,,,1786.0,,91.0,27.0,17.0,18.0,
2019-02-06,24.0,223.0,232.0,65.0,550.0,96.0,19.0,4582.0,,808.0,,,,,,1646.0,,97.0,38.0,29.0,18.0,
2019-02-07,22.0,220.0,458.0,62.0,557.0,82.0,27.0,4634.0,,623.0,,,,,,1779.0,,93.0,26.0,29.0,15.0,
2019-02-08,29.0,230.0,235.0,69.0,554.0,94.0,27.0,6583.0,,590.0,,,,,,1578.0,,103.0,30.0,28.0,8.0,
2019-02-09,21.0,208.0,217.0,58.0,499.0,85.0,24.0,4392.0,,553.0,,,,,,1687.0,,99.0,32.0,38.0,16.0,
2019-02-10,33.0,212.0,193.0,76.0,599.0,83.0,159.0,4738.0,,618.0,,,,,,2384.0,,76.0,26.0,24.0,17.0,
2019-02-11,19.0,262.0,233.0,77.0,624.0,128.0,30.0,4740.0,,676.0,,,,,,2069.0,,81.0,33.0,23.0,24.0,
2019-02-12,18.0,225.0,210.0,68.0,537.0,122.0,26.0,4490.0,,704.0,,,,,,1826.0,,66.0,24.0,22.0,15.0,
2019-02-13,27.0,257.0,241.0,67.0,554.0,136.0,21.0,5356.0,,631.0,,,,,,1726.0,,83.0,30.0,29.0,13.0,
2019-02-14,14.0,198.0,220.0,72.0,498.0,115.0,26.0,4214.0,,692.0,,,,,,1489.0,,101.0,20.0,18.0,17.0,
2019-02-15,12.0,217.0,204.0,55.0,476.0,111.0,29.0,4059.0,,556.0,,,,,,1496.0,,74.0,32.0,21.0,15.0,
2019-02-16,19.0,201.0,181.0,70.0,447.0,117.0,32.0,4219.0,,742.0,,,,,,1600.0,,70.0,28.0,29.0,17.0,
2019-02-17,25.0,264.0,198.0,60.0,1203.0,91.0,18.0,4425.0,,860.0,,,,,,1898.0,,81.0,30.0,22.0,16.0,
2019-02-18,12.0,291.0,232.0,47.0,815.0,148.0,19.0,4556.0,,656.0,,,,,,1799.0,,73.0,18.0,21.0,14.0,
2019-02-19,22.0,253.0,239.0,70.0,630.0,172.0,20.0,5589.0,,1159.0,,,,,,1808.0,,97.0,37.0,27.0,12.0,
2019-02-20,18.0,269.0,216.0,66.0,520.0,201.0,28.0,9835.0,,743.0,,,,,,1645.0,,68.0,27.0,22.0,21.0,
2019-02-21,23.0,254.0,233.0,89.0,554.0,178.0,30.0,7646.0,,674.0,,,,,,1466.0,,70.0,22.0,23.0,20.0,
2019-02-22,14.0,246.0,264.0,133.0,499.0,115.0,28.0,4157.0,,655.0,,,,,,1396.0,,91.0,27.0,21.0,15.0,
2019-02-23,15.0,211.0,163.0,159.0,502.0,70.0,18.0,4607.0,,741.0,,,,,,1457.0,,85.0,43.0,19.0,19.0,
2019-02-24,18.0,243.0,166.0,180.0,588.0,131.0,12.0,4048.0,,991.0,,,,,,1468.0,,78.0,41.0,12.0,17.0,
2019-02-25,18.0,281.0,216.0,176.0,567.0,189.0,26.0,4502.0,,696.0,,,,,,1571.0,,49.0,28.0,13.0,9.0,
2019-02-26,16.0,264.0,229.0,132.0,603.0,199.0,26.0,4658.0,,683.0,,,,,,1425.0,,94.0,31.0,23.0,16.0,
2019-02-27,17.0,279.0,263.0,151.0,488.0,204.0,20.0,5409.0,,688.0,,,,,,1482.0,,92.0,13.0,35.0,13.0,
2019-02-28,21.0,320.0,226.0,144.0,496.0,173.0,17.0,5017.0,,673.0,,,,,,1519.0,,81.0,18.0,24.0,16.0,
2019-03-01,13.0,278.0,214.0,168.0,545.0,175.0,16.0,4447.0,,733.0,,,,,,1641.0,,99.0,27.0,32.0,11.0,
2019-03-02,14.0,314.0,149.0,180.0,441.0,59.0,16.0,4266.0,,693.0,,,,,,1560.0,,69.0,22.0,30.0,18.0,
2019-03-03,17.0,389.0,194.0,133.0,469.0,93.0,16.0,6025.0,,770.0,,,,,,1898.0,,91.0,24.0,25.0,11.0,
2019-03-04,25.0,482.0,222.0,174.0,603.0,96.0,19.0,6165.0,,725.0,,,,,,2036.0,,89.0,31.0,32.0,13.0,
2019-03-05,19.0,401.0,251.0,166.0,630.0,92.0,22.0,7339.0,,769.0,,,,,,2129.0,,108.0,11.0,24.0,15.0,
2019-03-06,16.0,420.0,240.0,143.0,510.0,90.0,18.0,5340.0,,720.0,,,,,,2367.0,,82.0,15.0,20.0,15.0,
2019-03-07,22.0,453.0,233.0,210.0,618.0,109.0,24.0,5576.0,,728.0,,,,,,2100.0,,65.0,19.0,24.0,24.0,
2019-03-08,18.0,387.0,226.0,231.0,512.0,79.0,26.0,5082.0,,744.0,,,,,,1878.0,,81.0,22.0,15.0,12.0,
2019-03-09,15.0,307.0,176.0,175.0,424.0,71.0,11.0,4465.0,,610.0,,,,,,1845.0,,82.0,44.0,25.0,15.0,
2019-03-10,28.0,330.0,200.0,174.0,465.0,66.0,14.0,6933.0,,744.0,,,,,,2166.0,,91.0,35.0,21.0,13.0,
2019-03-11,17.0,331.0,230.0,144.0,555.0,85.0,20.0,5152.0,,761.0,,,,,,2062.0,,89.0,30.0,36.0,20.0,
2019-03-12,28.0,363.0,245.0,131.0,475.0,89.0,20.0,4360.0,,649.0,,,,,,1798.0,,90.0,33.0,19.0,11.0,
2019-03-13,16.0,312.0,230.0,130.0,510.0,106.0,15.0,4098.0,,540.0,,,,,,1674.0,,74.0,33.0,20.0,15.0,
2019-03-14,16.0,225.0,197.0,89.0,512.0,84.0,23.0,3910.0,,638.0,,,,,,1541.0,,99.0,22.0,33.0,11.0,
2019-03-15,16.0,252.0,197.0,127.0,423.0,68.0,15.0,3496.0,,570.0,,,,,,2382.0,,116.0,34.0,21.0,11.0,
2019-03-16,13.0,207.0,165.0,85.0,417.0,58.0,31.0,3232.0,,508.0,,,,,,1295.0,,93.0,24.0,22.0,18.0,
2019-03-17,9.0,231.0,161.0,97.0,426.0,61.0,21.0,3567.0,,539.0,,,,,,1371.0,,62.0,27.0,20.0,20.0,
2019-03-18,19.0,332.0,206.0,109.0,484.0,83.0,18.0,4088.0,,664.0,,,,,,1517.0,,78.0,16.0,28.0,21.0,
2019-03-19,16.0,556.0,388.0,122.0,537.0,74.0,30.0,9535.0,,1525.0,,,,,,3649.0,,100.0,21.0,19.0,20.0,
2019-03-20,22.0,608.0,340.0,156.0,523.0,103.0,41.0,10196.0,,1640.0,,,,,,3802.0,,86.0,27.0,23.0,10.0,
2019-03-21,17.0,423.0,227.0,134.0,576.0,83.0,26.0,6911.0,,1137.0,,,,,,2443.0,,72.0,33.0,28.0,12.0,
2019-03-22,22.0,349.0,230.0,107.0,538.0,89.0,26.0,5121.0,,893.0,,,,,,1921.0,,74.0,53.0,19.0,18.0,
2019-03-23,11.0,327.0,201.0,73.0,365.0,77.0,15.0,6784.0,,773.0,,,,,,1823.0,,86.0,22.0,21.0,21.0,
2019-03-24,16.0,291.0,215.0,117.0,541.0,47.0,17.0,4846.0,,791.0,,,,,,1724.0,,88.0,36.0,22.0,11.0,
2019-03-25,22.0,342.0,240.0,99.0,675.0,89.0,24.0,4775.0,,782.0,,,,,,2024.0,,105.0,36.0,25.0,13.0,
2019-03-26,17.0,352.0,215.0,81.0,548.0,113.0,30.0,4618.0,,687.0,,,,,,1826.0,,99.0,32.0,20.0,17.0,
2019-03-27,14.0,349.0,236.0,88.0,564.0,81.0,33.0,4379.0,,719.0,,,,,,1646.0,,100.0,44.0,22.0,19.0,
2019-03-28,15.0,264.0,237.0,79.0,538.0,93.0,27.0,6230.0,,730.0,,,,,,1558.0,,75.0,25.0,24.0,12.0,
2019-03-29,12.0,277.0,206.0,66.0,465.0,74.0,21.0,3726.0,,669.0,,,,,,1380.0,,105.0,30.0,12.0,10.0,
2019-03-30,18.0,211.0,168.0,59.0,389.0,50.0,24.0,3267.0,,590.0,,,,,,1348.0,,95.0,25.0,18.0,16.0,
2019-03-31,24.0,249.0,199.0,88.0,388.0,69.0,22.0,3841.0,,602.0,,,,,,1584.0,,77.0,25.0,21.0,16.0,
2019-04-01,15.0,334.0,229.0,57.0,484.0,93.0,17.0,4416.0,,678.0,,,,,,1495.0,,70.0,32.0,33.0,19.0,
2019-04-02,24.0,287.0,217.0,67.0,526.0,112.0,20.0,4139.0,,631.0,,,,,,1616.0,,77.0,32.0,23.0,10.0,
2019-04-03,12.0,344.0,254.0,72.0,556.0,115.0,21.0,4394.0,,723.0,,,,,,1650.0,,73.0,28.0,43.0,16.0,
2019-04-04,16.0,324.0,278.0,83.0,568.0,90.0,22.0,7009.0,,726.0,,,,,,2160.0,,98.0,37.0,34.0,24.0,
2019-04-05,42.0,315.0,234.0,76.0,1037.0,76.0,19.0,6246.0,,1215.0,,,,,,2852.0,,66.0,30.0,23.0,14.0,
2019-04-06,56.0,285.0,253.0,78.0,1129.0,72.0,12.0,7716.0,,978.0,,,,,,4065.0,,139.0,26.0,28.0,11.0,
2019-04-07,59.0,584.0,484.0,133.0,2471.0,91.0,19.0,24653.0,,1952.0,,,,,,15946.0,,119.0,75.0,34.0,26.0,
2019-04-08,46.0,731.0,424.0,129.0,1689.0,120.0,23.0,14119.0,,1346.0,,,,,,8169.0,,69.0,42.0,20.0,22.0,
2019-04-09,26.0,439.0,401.0,99.0,1059.0,122.0,33.0,9845.0,,1188.0,,,,,,4081.0,,71.0,51.0,34.0,17.0,
2019-04-10,27.0,346.0,318.0,73.0,889.0,112.0,27.0,7406.0,,1057.0,,,,,,3160.0,,87.0,37.0,36.0,17.0,
2019-04-11,26.0,357.0,265.0,77.0,753.0,97.0,30.0,5771.0,,881.0,,,,,,2952.0,,75.0,37.0,31.0,9.0,
2019-04-12,16.0,311.0,215.0,85.0,737.0,104.0,15.0,5128.0,,716.0,,,,,,2677.0,,116.0,48.0,24.0,14.0,
2019-04-13,18.0,229.0,197.0,75.0,602.0,77.0,34.0,4597.0,,653.0,,,,,,2047.0,,101.0,43.0,41.0,10.0,
2019-04-14,24.0,284.0,209.0,55.0,595.0,71.0,20.0,4774.0,,884.0,,,,,,2402.0,,79.0,47.0,20.0,16.0,
2019-04-15,31.0,288.0,202.0,57.0,588.0,97.0,22.0,4549.0,,758.0,,,,,,1956.0,,86.0,22.0,20.0,8.0,
2019-04-16,21.0,310.0,238.0,84.0,654.0,111.0,19.0,4438.0,,693.0,,,,,,1709.0,,76.0,23.0,23.0,10.0,
2019-04-17,16.0,307.0,249.0,66.0,525.0,107.0,15.0,4493.0,,626.0,,,,,,1614.0,,96.0,27.0,19.0,11.0,
2019-04-18,12.0,249.0,241.0,79.0,569.0,97.0,30.0,4252.0,,621.0,,,,,,1527.0,,96.0,23.0,23.0,17.0,
2019-04-19,24.0,234.0,156.0,78.0,483.0,67.0,22.0,3892.0,,556.0,,,,,,1490.0,,68.0,21.0,14.0,15.0,
2019-04-20,11.0,206.0,147.0,60.0,414.0,30.0,24.0,3719.0,,683.0,,,,,,1428.0,,84.0,39.0,24.0,9.0,
2019-04-21,18.0,189.0,170.0,66.0,498.0,65.0,16.0,4369.0,,670.0,,,,,,1419.0,,87.0,41.0,22.0,12.0,
2019-04-22,27.0,296.0,200.0,73.0,557.0,63.0,20.0,4398.0,,741.0,,,,,,1616.0,,86.0,30.0,23.0,21.0,
2019-04-23,14.0,293.0,226.0,67.0,665.0,77.0,24.0,4272.0,,670.0,,,,,,1485.0,,89.0,22.0,23.0,13.0,
2019-04-24,13.0,267.0,255.0,77.0,635.0,88.0,30.0,4439.0,,584.0,,,,,,1404.0,,70.0,28.0,14.0,11.0,
2019-04-25,11.0,273.0,231.0,68.0,583.0,106.0,20.0,4234.0,,657.0,,,,,,1456.0,,81.0,40.0,26.0,26.0,
2019-04-26,20.0,285.0,216.0,53.0,533.0,97.0,37.0,5750.0,,560.0,,,,,,1372.0,,73.0,12.0,29.0,10.0,
2019-04-27,14.0,199.0,182.0,46.0,463.0,90.0,10.0,3194.0,,506.0,,,,,,1201.0,,74.0,27.0,22.0,10.0,
2019-04-28,4.0,229.0,223.0,58.0,559.0,75.0,10.0,3773.0,,586.0,,,,,,1401.0,,61.0,16.0,21.0,19.0,
2019-04-29,15.0,257.0,208.0,68.0,692.0,77.0,21.0,4323.0,,604.0,,,,,,1395.0,,70.0,16.0,21.0,12.0,
2019-04-30,10.0,290.0,235.0,62.0,673.0,76.0,16.0,3988.0,,569.0,,,,,,1261.0,,81.0,26.0,13.0,20.0,
2019-05-01,12.0,249.0,225.0,60.0,654.0,69.0,24.0,3876.0,,591.0,,,,,,1269.0,,105.0,23.0,25.0,10.0,
2019-05-02,9.0,259.0,247.0,48.0,974.0,94.0,33.0,4150.0,,606.0,,,,,,1662.0,,65.0,32.0,23.0,12.0,
2019-05-03,16.0,249.0,186.0,42.0,739.0,78.0,19.0,3588.0,,532.0,,,,,,1497.0,,85.0,18.0,33.0,7.0,
2019-05-04,8.0,186.0,169.0,49.0,546.0,38.0,17.0,2989.0,,487.0,,,,,,1076.0,,79.0,21.0,44.0,11.0,
2019-05-05,9.0,234.0,161.0,52.0,612.0,51.0,17.0,3608.0,,537.0,,,,,,1482.0,,85.0,20.0,27.0,14.0,
2019-05-06,11.0,258.0,214.0,61.0,625.0,71.0,18.0,3662.0,,545.0,,,,,,1289.0,,103.0,21.0,26.0,31.0,
2019-05-07,8.0,258.0,198.0,58.0,672.0,65.0,25.0,3254.0,,518.0,,,,,,1167.0,,98.0,36.0,24.0,14.0,
2019-05-08,10.0,233.0,205.0,76.0,745.0,108.0,36.0,3449.0,,532.0,,,,,,1221.0,,105.0,26.0,17.0,16.0,
2019-05-09,15.0,247.0,198.0,53.0,889.0,67.0,17.0,3298.0,,528.0,,,,,,1070.0,,77.0,29.0,15.0,6.0,
2019-05-10,9.0,227.0,216.0,54.0,702.0,95.0,21.0,5407.0,,524.0,,,,,,1187.0,,81.0,45.0,20.0,11.0,
2019-05-11,14.0,176.0,150.0,50.0,472.0,56.0,12.0,3060.0,,514.0,,,,,,1061.0,,84.0,22.0,20.0,47.0,
2019-05-12,9.0,261.0,162.0,52.0,532.0,65.0,16.0,3173.0,,531.0,,,,,,1071.0,,69.0,26.0,12.0,10.0,
2019-05-13,10.0,248.0,191.0,83.0,666.0,95.0,16.0,3479.0,,565.0,,,,,,1146.0,,79.0,18.0,18.0,13.0,
2019-05-14,6.0,273.0,211.0,52.0,660.0,78.0,22.0,3446.0,,510.0,,,,,,1204.0,,81.0,21.0,20.0,16.0,
2019-05-15,11.0,256.0,183.0,50.0,644.0,79.0,11.0,3519.0,,617.0,,,,,,1259.0,,91.0,34.0,32.0,10.0,
