,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,en,en,en,en,en,en,en,en,en,en,en
,Rwanda,Paul_Kagame,Umuganda,Uburezi_mu_Rwanda,Kigali,Ubukungu_bw%27U_Rwanda,Ikinyarwanda,Rose_Kabuye,Louise_Mushikiwabo,Agnes_Binagwaho,Paul_Rusesabagina,Rwanda,Paul_Kagame,Umuganda,Education_in_Rwanda,Kigali,Economy_of_Rwanda,Kinyarwanda,Rose_Kabuye,Louise_Mushikiwabo,Agnes_Binagwaho,Paul_Rusesabagina
2018-01-29,113,,,,,,,,,,,3896,,,,,,,,,,
2018-01-30,115,,,,,,,,,,,3737,,,,,,,,,,
2018-01-31,104,,,,,,,,,,,3774,,,,,,,,,,
2018-02-01,104,,,,,,,,,,,3739,,,,,,,,,,
2018-02-02,115,,,,,,,,,,,3819,,,,,,,,,,
2018-02-03,110,,,,,,,,,,,3339,,,,,,,,,,
2018-02-04,101,,,,,,,,,,,3193,,,,,,,,,,
2018-02-05,91,,,,,,,,,,,3690,,,,,,,,,,
2018-02-06,78,,,,,,,,,,,3620,,,,,,,,,,
2018-02-07,117,,,,,,,,,,,3737,,,,,,,,,,
2018-02-08,91,,,,,,,,,,,3564,,,,,,,,,,
2018-02-09,92,,,,,,,,,,,3220,,,,,,,,,,
2018-02-10,112,,,,,,,,,,,2780,,,,,,,,,,
2018-02-11,107,,,,,,,,,,,3372,,,,,,,,,,
2018-02-12,86,,,,,,,,,,,3590,,,,,,,,,,
2018-02-13,102,,,,,,,,,,,5618,,,,,,,,,,
2018-02-14,88,,,,,,,,,,,3244,,,,,,,,,,
2018-02-15,88,,,,,,,,,,,3454,,,,,,,,,,
2018-02-16,91,,,,,,,,,,,3405,,,,,,,,,,
2018-02-17,100,,,,,,,,,,,3206,,,,,,,,,,
2018-02-18,104,,,,,,,,,,,3617,,,,,,,,,,
2018-02-19,127,,,,,,,,,,,4057,,,,,,,,,,
2018-02-20,90,,,,,,,,,,,3977,,,,,,,,,,
2018-02-21,117,,,,,,,,,,,3780,,,,,,,,,,
2018-02-22,98,,,,,,,,,,,3713,,,,,,,,,,
2018-02-23,103,,,,,,,,,,,3542,,,,,,,,,,
2018-02-24,84,,,,,,,,,,,3418,,,,,,,,,,
2018-02-25,85,,,,,,,,,,,3931,,,,,,,,,,
2018-02-26,84,,,,,,,,,,,4413,,,,,,,,,,
2018-02-27,114,,,,,,,,,,,4061,,,,,,,,,,
2018-02-28,107,,,,,,,,,,,4403,,,,,,,,,,
2018-03-01,90,,,,,,,,,,,4089,,,,,,,,,,
2018-03-02,90,,,,,,,,,,,3501,,,,,,,,,,
2018-03-03,96,,,,,,,,,,,3176,,,,,,,,,,
2018-03-04,76,,,,,,,,,,,5150,,,,,,,,,,
2018-03-05,85,,,,,,,,,,,4515,,,,,,,,,,
2018-03-06,87,,,,,,,,,,,3923,,,,,,,,,,
2018-03-07,91,,,,,,,,,,,3935,,,,,,,,,,
2018-03-08,78,,,,,,,,,,,3849,,,,,,,,,,
2018-03-09,97,,,,,,,,,,,3992,,,,,,,,,,
2018-03-10,140,,,,,,,,,,,5585,,,,,,,,,,
2018-03-11,94,,,,,,,,,,,4504,,,,,,,,,,
2018-03-12,106,,,,,,,,,,,5273,,,,,,,,,,
2018-03-13,99,,,,,,,,,,,4257,,,,,,,,,,
2018-03-14,114,,,,,,,,,,,3951,,,,,,,,,,
2018-03-15,95,,,,,,,,,,,5862,,,,,,,,,,
2018-03-16,112,,,,,,,,,,,4038,,,,,,,,,,
2018-03-17,105,,,,,,,,,,,3279,,,,,,,,,,
2018-03-18,94,,,,,,,,,,,3485,,,,,,,,,,
2018-03-19,115,,,,,,,,,,,4008,,,,,,,,,,
2018-03-20,81,,,,,,,,,,,3957,,,,,,,,,,
2018-03-21,108,,,,,,,,,,,4203,,,,,,,,,,
2018-03-22,99,,,,,,,,,,,3948,,,,,,,,,,
2018-03-23,98,,,,,,,,,,,3555,,,,,,,,,,
2018-03-24,79,,,,,,,,,,,3034,,,,,,,,,,
2018-03-25,80,,,,,,,,,,,3344,,,,,,,,,,
2018-03-26,76,,,,,,,,,,,3921,,,,,,,,,,
2018-03-27,90,,,,,,,,,,,3874,,,,,,,,,,
2018-03-28,78,,,,,,,,,,,3420,,,,,,,,,,
2018-03-29,75,,,,,,,,,,,3481,,,,,,,,,,
2018-03-30,77,,,,,,,,,,,3301,,,,,,,,,,
2018-03-31,69,,,,,,,,,,,2958,,,,,,,,,,
2018-04-01,121,,,,,,,,,,,3157,,,,,,,,,,
2018-04-02,93,,,,,,,,,,,3624,,,,,,,,,,
2018-04-03,90,,,,,,,,,,,3730,,,,,,,,,,
2018-04-04,79,,,,,,,,,,,5083,,,,,,,,,,
2018-04-05,68,,,,,,,,,,,3877,,,,,,,,,,
2018-04-06,74,,,,,,,,,,,3748,,,,,,,,,,
2018-04-07,124,,,,,,,,,,,3860,,,,,,,,,,
2018-04-08,95,,,,,,,,,,,4409,,,,,,,,,,
2018-04-09,101,,,,,,,,,,,4472,,,,,,,,,,
2018-04-10,121,,,,,,,,,,,4708,,,,,,,,,,
2018-04-11,140,,,,,,,,,,,4154,,,,,,,,,,
2018-04-12,155,,,,,,,,,,,3892,,,,,,,,,,
2018-04-13,164,,,,,,,,,,,7593,,,,,,,,,,
2018-04-14,109,,,,,,,,,,,3291,,,,,,,,,,
2018-04-15,116,,,,,,,,,,,5380,,,,,,,,,,
2018-04-16,97,,,,,,,,,,,3926,,,,,,,,,,
2018-04-17,101,,,,,,,,,,,4019,,,,,,,,,,
2018-04-18,111,,,,,,,,,,,3846,,,,,,,,,,
2018-04-19,120,,,,,,,,,,,3941,,,,,,,,,,
2018-04-20,108,,,,,,,,,,,3904,,,,,,,,,,
2018-04-21,81,,,,,,,,,,,3012,,,,,,,,,,
2018-04-22,102,,,,,,,,,,,3014,,,,,,,,,,
2018-04-23,96,,,,,,,,,,,3839,,,,,,,,,,
2018-04-24,119,,,,,,,,,,,4044,,,,,,,,,,
2018-04-25,104,,,,,,,,,,,4510,,,,,,,,,,
2018-04-26,122,,,,,,,,,,,4227,,,,,,,,,,
2018-04-27,95,,,,,,,,,,,4330,,,,,,,,,,
2018-04-28,110,,,,,,,,,,,2564,,,,,,,,,,
2018-04-29,96,,,,,,,,,,,2955,,,,,,,,,,
2018-04-30,102,,,,,,,,,,,3613,,,,,,,,,,
2018-05-01,126,,,,,,,,,,,3577,,,,,,,,,,
2018-05-02,88,,,,,,,,,,,3622,,,,,,,,,,
2018-05-03,120,,,,,,,,,,,3606,,,,,,,,,,
2018-05-04,84,,,,,,,,,,,3234,,,,,,,,,,
2018-05-05,92,,,,,,,,,,,2865,,,,,,,,,,
2018-05-06,103,,,,,,,,,,,2905,,,,,,,,,,
2018-05-07,114,,,,,,,,,,,3715,,,,,,,,,,
2018-05-08,104,,,,,,,,,,,3421,,,,,,,,,,
2018-05-09,107,,,,,,,,,,,3661,,,,,,,,,,
2018-05-10,116,,,,,,,,,,,3483,,,,,,,,,,
2018-05-11,113,,,,,,,,,,,3440,,,,,,,,,,
2018-05-12,101,,,,,,,,,,,2923,,,,,,,,,,
2018-05-13,88,,,,,,,,,,,2982,,,,,,,,,,
2018-05-14,110,,,,,,,,,,,3872,,,,,,,,,,
2018-05-15,86,,,,,,,,,,,4084,,,,,,,,,,
2018-05-16,91,,,,,,,,,,,3750,,,,,,,,,,
2018-05-17,80,,,,,,,,,,,3981,,,,,,,,,,
2018-05-18,95,,,,,,,,,,,3747,,,,,,,,,,
2018-05-19,101,,,,,,,,,,,2974,,,,,,,,,,
2018-05-20,334,,,,,,,,,,,3254,,,,,,,,,,
2018-05-21,473,,,,,,,,,,,3816,,,,,,,,,,
2018-05-22,367,,,,,,,,,,,3879,,,,,,,,,,
2018-05-23,303,,,,,,,,,,,7929,,,,,,,,,,
2018-05-24,317,,,,,,,,,,,4973,,,,,,,,,,
2018-05-25,276,,,,,,,,,,,4271,,,,,,,,,,
2018-05-26,283,,,,,,,,,,,3284,,,,,,,,,,
2018-05-27,212,,,,,,,,,,,3478,,,,,,,,,,
2018-05-28,112,,,,,,,,,,,4398,,,,,,,,,,
2018-05-29,113,,,,,,,,,,,5077,,,,,,,,,,
2018-05-30,129,,,,,,,,,,,4609,,,,,,,,,,
2018-05-31,100,,,,,,,,,,,3801,,,,,,,,,,
2018-06-01,102,,,,,,,,,,,3484,,,,,,,,,,
2018-06-02,103,,,,,,,,,,,3556,,,,,,,,,,
2018-06-03,94,,,,,,,,,,,3752,,,,,,,,,,
2018-06-04,97,,,,,,,,,,,4019,,,,,,,,,,
2018-06-05,91,,,,,,,,,,,4308,,,,,,,,,,
2018-06-06,96,,,,,,,,,,,3951,,,,,,,,,,
2018-06-07,79,,,,,,,,,,,3664,,,,,,,,,,
2018-06-08,111,,,,,,,,,,,3433,,,,,,,,,,
2018-06-09,94,,,,,,,,,,,3052,,,,,,,,,,
2018-06-10,107,,,,,,,,,,,3163,,,,,,,,,,
2018-06-11,106,,,,,,,,,,,3620,,,,,,,,,,
2018-06-12,90,,,,,,,,,,,3185,,,,,,,,,,
2018-06-13,106,,,,,,,,,,,3375,,,,,,,,,,
2018-06-14,107,,,,,,,,,,,3331,,,,,,,,,,
2018-06-15,98,,,,,,,,,,,2911,,,,,,,,,,
2018-06-16,97,,,,,,,,,,,2808,,,,,,,,,,
2018-06-17,145,,,,,,,,,,,2977,,,,,,,,,,
2018-06-18,103,,,,,,,,,,,3598,,,,,,,,,,
2018-06-19,90,,,,,,,,,,,3362,,,,,,,,,,
2018-06-20,120,,,,,,,,,,,3537,,,,,,,,,,
2018-06-21,111,,,,,,,,,,,2911,,,,,,,,,,
2018-06-22,101,,,,,,,,,,,3059,,,,,,,,,,
2018-06-23,102,,,,,,,,,,,2875,,,,,,,,,,
2018-06-24,106,,,,,,,,,,,3211,,,,,,,,,,
2018-06-25,99,,,,,,,,,,,3368,,,,,,,,,,
2018-06-26,97,,,,,,,,,,,3116,,,,,,,,,,
2018-06-27,81,,,,,,,,,,,3773,,,,,,,,,,
2018-06-28,95,,,,,,,,,,,3541,,,,,,,,,,
2018-06-29,67,,,,,,,,,,,5295,,,,,,,,,,
2018-06-30,93,,,,,,,,,,,3119,,,,,,,,,,
2018-07-01,102,,,,,,,,,,,4795,,,,,,,,,,
2018-07-02,73,,,,,,,,,,,3468,,,,,,,,,,
2018-07-03,70,,,,,,,,,,,3301,,,,,,,,,,
2018-07-04,75,,,,,,,,,,,3778,,,,,,,,,,
2018-07-05,87,,,,,,,,,,,3438,,,,,,,,,,
2018-07-06,114,,,,,,,,,,,3509,,,,,,,,,,
2018-07-07,84,,,,,,,,,,,3546,,,,,,,,,,
2018-07-08,72,,,,,,,,,,,3470,,,,,,,,,,
2018-07-09,111,,,,,,,,,,,3716,,,,,,,,,,
2018-07-10,79,,,,,,,,,,,3694,,,,,,,,,,
2018-07-11,85,,,,,,,,,,,3736,,,,,,,,,,
2018-07-12,107,,,,,,,,,,,3870,,,,,,,,,,
2018-07-13,95,,,,,,,,,,,3718,,,,,,,,,,
2018-07-14,101,,,,,,,,,,,3428,,,,,,,,,,
2018-07-15,93,,,,,,,,,,,3684,,,,,,,,,,
2018-07-16,79,,,,,,,,,,,4106,,,,,,,,,,
2018-07-17,67,,,,,,,,,,,4246,,,,,,,,,,
2018-07-18,78,,,,,,,,,,,4139,,,,,,,,,,
2018-07-19,106,,,,,,,,,,,3845,,,,,,,,,,
2018-07-20,106,,,,,,,,,,,3495,,,,,,,,,,
2018-07-21,91,,,,,,,,,,,5253,,,,,,,,,,
2018-07-22,82,,,,,,,,,,,4758,,,,,,,,,,
2018-07-23,113,,,,,,,,,,,16949,,,,,,,,,,
2018-07-24,88,,,,,,,,,,,42796,,,,,,,,,,
2018-07-25,82,,,,,,,,,,,17126,,,,,,,,,,
2018-07-26,101,,,,,,,,,,,9431,,,,,,,,,,
2018-07-27,96,,,,,,,,,,,5854,,,,,,,,,,
2018-07-28,82,,,,,,,,,,,4886,,,,,,,,,,
2018-07-29,70,,,,,,,,,,,5214,,,,,,,,,,
2018-07-30,79,,,,,,,,,,,5060,,,,,,,,,,
2018-07-31,90,,,,,,,,,,,4533,,,,,,,,,,
2018-08-01,88,,,,,,,,,,,4300,,,,,,,,,,
2018-08-02,95,,,,,,,,,,,4060,,,,,,,,,,
2018-08-03,83,,,,,,,,,,,4757,,,,,,,,,,
2018-08-04,95,,,,,,,,,,,3639,,,,,,,,,,
2018-08-05,78,,,,,,,,,,,3603,,,,,,,,,,
2018-08-06,89,,,,,,,,,,,3833,,,,,,,,,,
2018-08-07,86,,,,,,,,,,,3721,,,,,,,,,,
2018-08-08,102,,,,,,,,,,,3504,,,,,,,,,,
2018-08-09,79,,,,,,,,,,,3887,,,,,,,,,,
2018-08-10,79,,,,,,,,,,,3654,,,,,,,,,,
2018-08-11,94,,,,,,,,,,,3248,,,,,,,,,,
2018-08-12,80,,,,,,,,,,,8518,,,,,,,,,,
2018-08-13,95,,,,,,,,,,,4770,,,,,,,,,,
2018-08-14,95,,,,,,,,,,,4252,,,,,,,,,,
2018-08-15,96,,,,,,,,,,,3736,,,,,,,,,,
2018-08-16,94,,,,,,,,,,,3479,,,,,,,,,,
2018-08-17,99,,,,,,,,,,,3081,,,,,,,,,,
2018-08-18,99,,,,,,,,,,,4206,,,,,,,,,,
2018-08-19,91,,,,,,,,,,,3826,,,,,,,,,,
2018-08-20,85,,,,,,,,,,,3683,,,,,,,,,,
2018-08-21,90,,,,,,,,,,,3377,,,,,,,,,,
2018-08-22,110,,,,,,,,,,,3403,,,,,,,,,,
2018-08-23,116,,,,,,,,,,,3307,,,,,,,,,,
2018-08-24,118,,,,,,,,,,,3261,,,,,,,,,,
2018-08-25,102,,,,,,,,,,,3711,,,,,,,,,,
2018-08-26,92,,,,,,,,,,,3343,,,,,,,,,,
2018-08-27,102,,,,,,,,,,,3601,,,,,,,,,,
2018-08-28,74,,,,,,,,,,,4544,,,,,,,,,,
2018-08-29,94,,,,,,,,,,,4751,,,,,,,,,,
2018-08-30,67,,,,,,,,,,,3576,,,,,,,,,,
2018-08-31,84,,,,,,,,,,,3292,,,,,,,,,,
2018-09-01,95,,,,,,,,,,,2918,,,,,,,,,,
2018-09-02,111,,,,,,,,,,,4088,,,,,,,,,,
2018-09-03,81,,,,,,,,,,,3386,,,,,,,,,,
2018-09-04,84,,,,,,,,,,,5682,,,,,,,,,,
2018-09-05,67,,,,,,,,,,,3827,,,,,,,,,,
2018-09-06,78,,,,,,,,,,,3710,,,,,,,,,,
2018-09-07,74,,,,,,,,,,,3396,,,,,,,,,,
2018-09-08,56,,,,,,,,,,,3304,,,,,,,,,,
2018-09-09,70,,,,,,,,,,,3689,,,,,,,,,,
2018-09-10,63,,,,,,,,,,,4311,,,,,,,,,,
2018-09-11,95,,,,,,,,,,,4340,,,,,,,,,,
2018-09-12,93,,,,,,,,,,,3761,,,,,,,,,,
2018-09-13,82,,,,,,,,,,,3619,,,,,,,,,,
2018-09-14,67,,,,,,,,,,,3299,,,,,,,,,,
2018-09-15,86,,,,,,,,,,,3351,,,,,,,,,,
2018-09-16,61,,,,,,,,,,,3589,,,,,,,,,,
2018-09-17,70,,,,,,,,,,,4860,,,,,,,,,,
2018-09-18,72,,,,,,,,,,,4107,,,,,,,,,,
2018-09-19,85,,,,,,,,,,,3655,,,,,,,,,,
2018-09-20,86,,,,,,,,,,,3922,,,,,,,,,,
2018-09-21,99,,,,,,,,,,,7627,,,,,,,,,,
2018-09-22,75,,,,,,,,,,,3270,,,,,,,,,,
2018-09-23,94,,,,,,,,,,,4444,,,,,,,,,,
2018-09-24,73,,,,,,,,,,,4170,,,,,,,,,,
2018-09-25,91,,,,,,,,,,,3947,,,,,,,,,,
2018-09-26,90,,,,,,,,,,,3537,,,,,,,,,,
2018-09-27,85,,,,,,,,,,,3623,,,,,,,,,,
2018-09-28,98,,,,,,,,,,,7119,,,,,,,,,,
2018-09-29,102,,,,,,,,,,,3094,,,,,,,,,,
2018-09-30,161,,,,,,,,,,,3446,,,,,,,,,,
2018-10-01,78,,,,,,,,,,,3893,,,,,,,,,,
2018-10-02,85,,,,,,,,,,,3673,,,,,,,,,,
2018-10-03,81,,,,,,,,,,,3372,,,,,,,,,,
2018-10-04,87,,,,,,,,,,,3184,,,,,,,,,,
2018-10-05,77,,,,,,,,,,,3287,,,,,,,,,,
2018-10-06,80,,,,,,,,,,,2978,,,,,,,,,,
2018-10-07,74,,,,,,,,,,,3096,,,,,,,,,,
2018-10-08,79,,,,,,,,,,,3553,,,,,,,,,,
2018-10-09,99,,,,,,,,,,,3705,,,,,,,,,,
2018-10-10,91,,,,,,,,,,,3606,,,,,,,,,,
2018-10-11,146,,,,,,,,,,,3843,,,,,,,,,,
2018-10-12,63,,,,,,,,,,,3920,,,,,,,,,,
2018-10-13,69,,,,,,,,,,,3076,,,,,,,,,,
2018-10-14,89,,,,,,,,,,,3398,,,,,,,,,,
2018-10-15,79,,,,,,,,,,,4180,,,,,,,,,,
2018-10-16,72,,,,,,,,,,,5840,,,,,,,,,,
2018-10-17,92,,,,,,,,,,,6333,,,,,,,,,,
2018-10-18,86,,,,,,,,,,,6373,,,,,,,,,,
2018-10-19,83,,,,,,,,,,,5998,,,,,,,,,,
2018-10-20,68,,,,,,,,,,,5103,,,,,,,,,,
2018-10-21,58,,,,,,,,,,,4424,,,,,,,,,,
2018-10-22,81,,,,,,,,,,,6084,,,,,,,,,,
2018-10-23,83,,,,,,,,,,,5250,,,,,,,,,,
2018-10-24,82,,,,,,,,,,,6436,,,,,,,,,,
2018-10-25,93,,,,,,,,,,,7967,,,,,,,,,,
2018-10-26,88,,,,,,,,,,,5004,,,,,,,,,,
2018-10-27,107,,,,,,,,,,,4064,,,,,,,,,,
2018-10-28,74,,,,,,,,,,,4329,,,,,,,,,,
2018-10-29,164,,,,,,,,,,,4176,,,,,,,,,,
2018-10-30,71,,,,,,,,,,,4065,,,,,,,,,,
2018-10-31,103,,,,,,,,,,,3557,,,,,,,,,,
2018-11-01,78,,,,,,,,,,,3820,,,,,,,,,,
2018-11-02,105,,,,,,,,,,,3475,,,,,,,,,,
2018-11-03,94,,,,,,,,,,,5677,,,,,,,,,,
2018-11-04,108,,,,,,,,,,,3795,,,,,,,,,,
2018-11-05,60,,,,,,,,,,,3929,,,,,,,,,,
2018-11-06,74,,,,,,,,,,,3975,,,,,,,,,,
2018-11-07,114,,,,,,,,,,,3670,,,,,,,,,,
2018-11-08,99,,,,,,,,,,,3807,,,,,,,,,,
2018-11-09,93,,,,,,,,,,,3250,,,,,,,,,,
2018-11-10,78,,,,,,,,,,,2971,,,,,,,,,,
2018-11-11,90,,,,,,,,,,,3648,,,,,,,,,,
2018-11-12,92,,,,,,,,,,,3769,,,,,,,,,,
2018-11-13,94,,,,,,,,,,,3946,,,,,,,,,,
2018-11-14,163,,,,,,,,,,,3787,,,,,,,,,,
2018-11-15,148,,,,,,,,,,,3642,,,,,,,,,,
2018-11-16,119,,,,,,,,,,,3327,,,,,,,,,,
2018-11-17,72,,,,,,,,,,,2865,,,,,,,,,,
2018-11-18,58,,,,,,,,,,,3120,,,,,,,,,,
2018-11-19,70,,,,,,,,,,,3394,,,,,,,,,,
2018-11-20,79,,,,,,,,,,,3324,,,,,,,,,,
2018-11-21,96,,,,,,,,,,,5234,,,,,,,,,,
2018-11-22,70,,,,,,,,,,,3187,,,,,,,,,,
2018-11-23,78,,,,,,,,,,,3030,,,,,,,,,,
2018-11-24,104,,,,,,,,,,,2639,,,,,,,,,,
2018-11-25,81,,,,,,,,,,,3239,,,,,,,,,,
2018-11-26,113,,,,,,,,,,,4449,,,,,,,,,,
2018-11-27,90,,,,,,,,,,,3506,,,,,,,,,,
2018-11-28,86,,,,,,,,,,,3462,,,,,,,,,,
2018-11-29,101,,,,,,,,,,,3785,,,,,,,,,,
2018-11-30,109,,,,,,,,,,,3399,,,,,,,,,,
2018-12-01,68,,,,,,,,,,,2979,,,,,,,,,,
2018-12-02,82,,,,,,,,,,,4585,,,,,,,,,,
2018-12-03,82,,,,,,,,,,,3902,,,,,,,,,,
2018-12-04,87,,,,,,,,,,,3633,,,,,,,,,,
2018-12-05,81,,,,,,,,,,,4588,,,,,,,,,,
2018-12-06,110,,,,,,,,,,,3948,,,,,,,,,,
2018-12-07,94,,,,,,,,,,,3411,,,,,,,,,,
2018-12-08,96,,,,,,,,,,,3378,,,,,,,,,,
2018-12-09,76,,,,,,,,,,,3410,,,,,,,,,,
2018-12-10,101,,,,,,,,,,,3745,,,,,,,,,,
2018-12-11,136,,,,,,,,,,,3848,,,,,,,,,,
2018-12-12,90,,,,,,,,,,,3448,,,,,,,,,,
2018-12-13,87,,,,,,,,,,,3428,,,,,,,,,,
2018-12-14,82,,,,,,,,,,,3238,,,,,,,,,,
2018-12-15,72,,,,,,,,,,,2746,,,,,,,,,,
2018-12-16,110,,,,,,,,,,,3202,,,,,,,,,,
2018-12-17,98,,,,,,,,,,,3374,,,,,,,,,,
2018-12-18,70,,,,,,,,,,,3165,,,,,,,,,,
2018-12-19,78,,,,,,,,,,,3616,,,,,,,,,,
2018-12-20,93,,,,,,,,,,,3157,,,,,,,,,,
2018-12-21,113,,,,,,,,,,,2820,,,,,,,,,,
2018-12-22,71,,,,,,,,,,,3715,,,,,,,,,,
2018-12-23,70,,,,,,,,,,,2933,,,,,,,,,,
2018-12-24,88,,,,,,,,,,,2777,,,,,,,,,,
2018-12-25,62,,,,,,,,,,,2780,,,,,,,,,,
2018-12-26,93,,,,,,,,,,,3723,,,,,,,,,,
2018-12-27,110,,,,,,,,,,,4687,,,,,,,,,,
2018-12-28,110,,,,,,,,,,,2969,,,,,,,,,,
2018-12-29,100,,,,,,,,,,,3206,,,,,,,,,,
2018-12-30,123,,,,,,,,,,,3064,,,,,,,,,,
2018-12-31,95,,,,,,,,,,,2691,,,,,,,,,,
2019-01-01,90,,,,,,,,,,,3127,,,,,,,,,,
2019-01-02,102,,,,,,,,,,,3529,,,,,,,,,,
2019-01-03,83,,,,,,,,,,,3418,,,,,,,,,,
2019-01-04,118,,,,,,,,,,,3185,,,,,,,,,,
2019-01-05,79,,,,,,,,,,,3029,,,,,,,,,,
2019-01-06,98,,,,,,,,,,,3350,,,,,,,,,,
2019-01-07,90,,,,,,,,,,,3617,,,,,,,,,,
2019-01-08,123,,,,,,,,,,,3486,,,,,,,,,,
2019-01-09,100,,,,,,,,,,,3602,,,,,,,,,,
2019-01-10,124,,,,,,,,,,,3874,,,,,,,,,,
2019-01-11,102,,,,,,,,,,,3696,,,,,,,,,,
2019-01-12,81,,,,,,,,,,,3891,,,,,,,,,,
2019-01-13,96,,,,,,,,,,,3826,,,,,,,,,,
2019-01-14,85,,,,,,,,,,,3870,,,,,,,,,,
2019-01-15,95,,,,,,,,,,,3776,,,,,,,,,,
2019-01-16,107,,,,,,,,,,,3849,,,,,,,,,,
2019-01-17,131,,,,,,,,,,,3652,,,,,,,,,,
2019-01-18,90,,,,,,,,,,,3578,,,,,,,,,,
2019-01-19,91,,,,,,,,,,,4296,,,,,,,,,,
2019-01-20,117,,,,,,,,,,,4674,,,,,,,,,,
2019-01-21,106,,,,,,,,,,,3595,,,,,,,,,,
2019-01-22,72,,,,,,,,,,,3606,,,,,,,,,,
2019-01-23,78,,,,,,,,,,,3471,,,,,,,,,,
2019-01-24,108,,,,,,,,,,,3631,,,,,,,,,,
2019-01-25,71,,,,,,,,,,,6812,,,,,,,,,,
2019-01-26,119,,,,,,,,,,,5376,,,,,,,,,,
2019-01-27,82,,,,,,,,,,,6543,,,,,,,,,,
2019-01-28,78,,,,,,,,,,,6034,,,,,,,,,,
2019-01-29,67,,,,,,,,,,,5895,,,,,,,,,,
2019-01-30,80,,,,,,,,,,,5591,,,,,,,,,,
2019-01-31,100,,,,,,,,,,,5508,,,,,,,,,,
2019-02-01,104,,,,,,,,,,,5129,,,,,,,,,,
2019-02-02,100,,,,,,,,,,,4878,,,,,,,,,,
2019-02-03,83,,,,,,,,,,,5666,,,,,,,,,,
2019-02-04,65,,,,,,,,,,,4774,,,,,,,,,,
2019-02-05,91,,,,,,,,,,,4911,,,,,,,,,,
2019-02-06,97,,,,,,,,,,,4582,,,,,,,,,,
2019-02-07,93,,,,,,,,,,,4634,,,,,,,,,,
2019-02-08,103,,,,,,,,,,,6583,,,,,,,,,,
2019-02-09,99,,,,,,,,,,,4392,,,,,,,,,,
2019-02-10,76,,,,,,,,,,,4738,,,,,,,,,,
2019-02-11,81,,,,,,,,,,,4740,,,,,,,,,,
2019-02-12,66,,,,,,,,,,,4490,,,,,,,,,,
2019-02-13,83,,,,,,,,,,,5356,,,,,,,,,,
2019-02-14,101,,,,,,,,,,,4214,,,,,,,,,,
2019-02-15,74,,,,,,,,,,,4059,,,,,,,,,,
2019-02-16,70,,,,,,,,,,,4219,,,,,,,,,,
2019-02-17,81,,,,,,,,,,,4425,,,,,,,,,,
2019-02-18,73,,,,,,,,,,,4556,,,,,,,,,,
2019-02-19,97,,,,,,,,,,,5589,,,,,,,,,,
2019-02-20,68,,,,,,,,,,,9835,,,,,,,,,,
2019-02-21,70,,,,,,,,,,,7646,,,,,,,,,,
2019-02-22,91,,,,,,,,,,,4157,,,,,,,,,,
2019-02-23,85,,,,,,,,,,,4607,,,,,,,,,,
2019-02-24,78,,,,,,,,,,,4048,,,,,,,,,,
2019-02-25,49,,,,,,,,,,,4502,,,,,,,,,,
2019-02-26,94,,,,,,,,,,,4658,,,,,,,,,,
2019-02-27,92,,,,,,,,,,,5409,,,,,,,,,,
2019-02-28,81,,,,,,,,,,,5017,,,,,,,,,,
2019-03-01,99,,,,,,,,,,,4447,,,,,,,,,,
2019-03-02,69,,,,,,,,,,,4266,,,,,,,,,,
2019-03-03,91,,,,,,,,,,,6025,,,,,,,,,,
2019-03-04,89,,,,,,,,,,,6165,,,,,,,,,,
2019-03-05,108,,,,,,,,,,,7339,,,,,,,,,,
2019-03-06,82,,,,,,,,,,,5340,,,,,,,,,,
2019-03-07,65,,,,,,,,,,,5576,,,,,,,,,,
2019-03-08,81,,,,,,,,,,,5082,,,,,,,,,,
2019-03-09,82,,,,,,,,,,,4465,,,,,,,,,,
2019-03-10,91,,,,,,,,,,,6933,,,,,,,,,,
2019-03-11,89,,,,,,,,,,,5152,,,,,,,,,,
2019-03-12,90,,,,,,,,,,,4360,,,,,,,,,,
2019-03-13,74,,,,,,,,,,,4098,,,,,,,,,,
2019-03-14,99,,,,,,,,,,,3910,,,,,,,,,,
2019-03-15,116,,,,,,,,,,,3496,,,,,,,,,,
2019-03-16,93,,,,,,,,,,,3232,,,,,,,,,,
2019-03-17,62,,,,,,,,,,,3567,,,,,,,,,,
2019-03-18,78,,,,,,,,,,,4088,,,,,,,,,,
2019-03-19,100,,,,,,,,,,,9535,,,,,,,,,,
2019-03-20,86,,,,,,,,,,,10196,,,,,,,,,,
2019-03-21,72,,,,,,,,,,,6911,,,,,,,,,,
2019-03-22,74,,,,,,,,,,,5121,,,,,,,,,,
2019-03-23,86,,,,,,,,,,,6784,,,,,,,,,,
2019-03-24,88,,,,,,,,,,,4846,,,,,,,,,,
2019-03-25,105,,,,,,,,,,,4775,,,,,,,,,,
2019-03-26,99,,,,,,,,,,,4618,,,,,,,,,,
2019-03-27,100,,,,,,,,,,,4379,,,,,,,,,,
2019-03-28,75,,,,,,,,,,,6230,,,,,,,,,,
2019-03-29,105,,,,,,,,,,,3726,,,,,,,,,,
2019-03-30,95,,,,,,,,,,,3267,,,,,,,,,,
2019-03-31,77,,,,,,,,,,,3841,,,,,,,,,,
2019-04-01,70,,,,,,,,,,,4416,,,,,,,,,,
